"Cluster","Slope","Intercept","p_value","r_squared","AdjustedPValue"
"LHA Pmch Glut",-5.54413563571743,12963.7851596954,0.635110496860792,0.00712256331734313,0.998552462403848
"Lhx6 Gaba",-3.58368438501832,12754.2275623056,0.849737116765406,0.00110365109196785,0.998552462403848
"Lhx6-Lhx8 Gaba",24.5189260912402,12358.7889716625,0.645753566466229,0.00647950673133701,0.998552462403848
"Mixed",-48.5833095164707,13734.081512041,0.505604507007867,0.013541111855464,0.998552462403848
"Mixed Meis2 Gaba",11.2869792338066,12251.253320366,0.811412239927621,0.00175001365543795,0.998552462403848
"NDB-SI-MA-STRv Lhx8 Gaba",-14.5179784575181,13065.0905820982,0.740975793260831,0.00335612350336753,0.998552462403848
"PF Fzd5 Glut",16.0715186380135,12438.8018554012,0.410140977697546,0.0235177843555481,0.998552462403848
"PH-LHA-PVH-SO-PVa Nxph4 Glut",32.8786564889876,11916.7686950705,0.664312560539946,0.00577720127470701,0.998552462403848
"PO-CEA-BST Meis2 Gaba",-16.1908881414777,12995.2759398725,0.802612254806851,0.0019205028360177,0.998552462403848
"PO-COAa-PAA-MEA Barhl2 Glut",-14.5874280926054,13091.6243930477,0.594679124143547,0.00867170114703181,0.998552462403848
"PO-MEA Glut",10.7644670464307,12419.2976732404,0.718885927506016,0.00397811755885101,0.998552462403848
"PV-PT Ntrk1-Sp9 Glut",-16.0831124586625,13089.0878153149,0.642747266191535,0.00659782570401567,0.998552462403848
"PVH-SO-PVa Avp Glut",8.14942943263116,12551.2625787879,0.802807715128532,0.00191662493609949,0.998552462403848
"PVN Mixed Glut",-0.30573286006939,12413.828448813,0.985966133332514,1.50880537132026e-05,0.998552462403848
"PVpo-VMPO-MPN Hmx2 Gaba",11.3256817948665,12528.6479555691,0.716001389647553,0.00406371806823788,0.998552462403848
"RE-Xi Nox4 Glut",-23.4894914182645,13330.5781613498,0.606047111473956,0.00814929349175363,0.998552462403848
"RT-ZI Gnb3 Gaba_1",-0.0622873147259148,12677.6029597406,0.998552462403848,1.01261722248792e-07,0.998552462403848
"RT-ZI Gnb3 Gaba_2",12.197969888006,12449.365878977,0.837889254233698,0.00128697827270936,0.998552462403848
"SCsg Gabrr2 Gaba",6.24633413721412,12809.0873001455,0.673254164425029,0.00907433870736748,0.998552462403848
"SI-MA-LPO-LHA Skor1 Glut",6.46543714521036,12530.7626631813,0.887809118361614,0.000612130991922012,0.998552462403848
"SI-MPO-LPO-ADP Lhx8 Gaba",-4.98608545165397,12738.9191467259,0.866896730441042,0.000863840071893508,0.998552462403848
"STN-PSTN Pitx2 Glut",-2.98609785030768,12881.0261512479,0.883796443242612,0.000805653235962004,0.998552462403848
"STR-PAL Chst9 Gaba",40.9039760480067,12025.4051039377,0.496606228956448,0.0141184139476939,0.998552462403848
"TH Prkcd Grin2c Glut_2",16.1980271190621,12117.9162852266,0.64339044313917,0.00678028734431722,0.998552462403848
"TH Prkcd Grin2c Glut_3",7.43986957146775,12385.0034811601,0.849096742363243,0.00111318724151788,0.998552462403848
"TH Prkcd Grin2c Glut_4",-2.22718079999816,12767.1163311061,0.951071361916815,0.000115832684782454,0.998552462403848
"TH Prkcd Grin2c Glut_5",-0.187363066612108,12628.9605226929,0.991340733313851,3.99221514025996e-06,0.998552462403848
"TH Prkcd Grin2c Glut_6",-3.39797215071999,12809.7729842396,0.946825598122363,0.000136837242871543,0.998552462403848
"TH Prkcd Grin2c Glut_7",18.0222415773266,11823.0899558819,0.660937871768714,0.00590135266096252,0.998552462403848
"TH Prkcd Grin2c Glut_8",10.1877046751264,12170.067597604,0.642588951965191,0.00660409224814394,0.998552462403848
"TH Sema5b-Ntrk Glut",-9.63480765586225,13028.5342126393,0.862977201906497,0.00091595620609022,0.998552462403848
"TRS-BAC Sln Glut",-1.46624112085572,12659.1302510186,0.938492658257515,0.000208871072694545,0.998552462403848
"TU-ARH Otp Six6 Gaba",-9.61848504441053,12794.9539248713,0.779423849117674,0.00241031053150322,0.998552462403848
"VMH Nr5a1 Glut_1",-1.62118971536599,12658.8903080238,0.941059755525701,0.000191770343705043,0.998552462403848
"ZI Mixed Gaba",-1.03854346926663,12698.7693159165,0.985483879100038,1.01843193098227e-05,0.998552462403848
