"Cluster","Slope_Activated_Percentage","Slope_Sac_Learner","Intercept","p_value_activated_percentage","p_value_sac_learner","r_squared","adjusted_p_values_activated","adjusted_p_values_sac_learner"
"ZI Mixed Gaba",0.10518150617388,-21.7827573967586,37.7932588836787,0.753845125634014,6.51551570630816e-06,0.475518097884074,0.948886912967831,1.32160228711182e-05
"ZI Pax6 Gaba",-0.0873765557562096,-21.6606661155452,41.102645229624,0.825404982319156,6.5390227544392e-06,0.474716104129733,0.948886912967831,1.32160228711182e-05
"Lhx6 Gaba",0.0147611237182194,-21.4458764699242,39.585083326065,0.890010599495596,4.82733426572043e-06,0.474238511877238,0.964178149453562,1.26244596611249e-05
"PO-MEA-BST Mixed Gaba",0.0451992314976551,-21.482847864469,39.0220015958309,0.886752836856877,4.86229975295052e-06,0.474257233910941,0.964178149453562,1.26244596611249e-05
"RT-ZI Gnb3 Gaba_1",-0.0340106751648306,-21.6643771506598,40.3639496939367,0.867633938602931,9.34462789437704e-06,0.474378454433364,0.964178149453562,1.38045639348752e-05
"PF Fzd5 Glut",0.0152986127329789,-21.1899701833212,40.5152153566651,0.907959054528015,0.000155415833861203,0.46605552443506,0.96749735318559,0.000174172917258245
"PO-MEA Glut",-0.0116828174198092,-21.4279148393056,40.1803769542536,0.945044796690552,5.075868694388e-06,0.474005973719411,0.973910936063028,1.26244596611249e-05
"STR-PAL Chst9 Gaba",-0.0175018072375899,-21.4347486523017,40.1815000579442,0.958927690892828,4.99739830631613e-06,0.473972001240918,0.973910936063028,1.26244596611249e-05
"ZI-PVH-SBPV Pax6-Prox1 Gaba",0.0217354567352825,-21.4838490853456,39.6836369828568,0.948599492895227,5.63245123342496e-06,0.473996334930912,0.973910936063028,1.26244596611249e-05
"STR D1-D2 Gaba",-3.65879680140423e-05,-21.4454433692344,39.9092291566754,0.999912467002858,5.0350142840501e-06,0.473929078067123,0.999912467002858,1.26244596611249e-05
