"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","pct.1-pct.2","dups"
"Dok6",7.91316994527123e-14,0.947599194384861,0.973,0.709,2.96443172489751e-09,"ND-INC Foxd2 Glut_subset","Dok6",0.264,1
"Galnt14",1.15023788162008e-13,1.50562403708261,0.427,0.144,4.30902115212514e-09,"ND-INC Foxd2 Glut_subset","Galnt14",0.283,1
"Oxr1.2",2.551340266748e-13,0.89885230196241,0.933,0.658,9.55783090729134e-09,"ND-INC Foxd2 Glut_subset","Oxr1",0.275,3
"Kctd16.2",2.55138571020785e-13,0.844971247638705,0.88,0.516,9.55800114758066e-09,"ND-INC Foxd2 Glut_subset","Kctd16",0.364,3
"Dner",3.70575070330228e-13,1.00782797392227,0.787,0.481,1.3882483284711e-08,"ND-INC Foxd2 Glut_subset","Dner",0.306,2
"Rab3c.2",4.44249887108655e-13,-1.52508546689062,0.253,0.66,1.66424892708644e-08,"ND-INC Foxd2 Glut_subset","Rab3c",-0.407,4
"Ncam2",4.87191889892855e-13,-1.05501468775062,0.707,0.919,1.82511825791661e-08,"ND-INC Foxd2 Glut_subset","Ncam2",-0.212,1
"Tmem132d.2",5.187313119144e-13,0.993200486922643,0.627,0.261,1.94327124069373e-08,"ND-INC Foxd2 Glut_subset","Tmem132d",0.366,4
"Hcn1.1",6.68639442289416e-13,1.23965609913641,0.747,0.43,2.50485707870461e-08,"ND-INC Foxd2 Glut_subset","Hcn1",0.317,2
"Elmo1.3",9.83533399662841e-13,0.94926514378541,0.787,0.404,3.68451282181694e-08,"ND-INC Foxd2 Glut_subset","Elmo1",0.383,4
"Nrp1.1",2.98325269420584e-12,0.846766208484613,0.547,0.21,1.11758612430339e-07,"ND-INC Foxd2 Glut_subset","Nrp1",0.337,2
"Cadm2.1",7.89060076160315e-12,0.61687706798903,1,0.943,2.95597685731177e-07,"ND-INC Foxd2 Glut_subset","Cadm2",0.0570000000000001,2
"Shisa9.1",8.83179326932987e-12,-1.5469915110059,0.08,0.498,3.30856639455635e-07,"ND-INC Foxd2 Glut_subset","Shisa9",-0.418,3
"Gabra2",9.62836154355737e-12,-1.45857213190523,0.173,0.597,3.60697680144746e-07,"ND-INC Foxd2 Glut_subset","Gabra2",-0.424,1
"Car10.1",1.26634445477743e-11,-1.20439139088149,0.493,0.802,4.74397959648722e-07,"ND-INC Foxd2 Glut_subset","Car10",-0.309,2
"Tmem132b.1",2.26674270668506e-11,0.814685720847534,0.693,0.335,8.49167152778357e-07,"ND-INC Foxd2 Glut_subset","Tmem132b",0.358,2
"Gabrg3.1",2.349321659875e-11,0.700653968923324,0.973,0.858,8.80102880222373e-07,"ND-INC Foxd2 Glut_subset","Gabrg3",0.115,2
"Rbms1",4.2179653854029e-11,0.826887284447575,0.707,0.359,1.58013419267963e-06,"ND-INC Foxd2 Glut_subset","Rbms1",0.348,2
"Mir124-2hg",5.11423748884246e-11,1.02988933353611,0.44,0.165,1.91589564807016e-06,"ND-INC Foxd2 Glut_subset","Mir124-2hg",0.275,1
"Epha4",6.81262389563646e-11,0.731028417993177,0.52,0.203,2.55214516378333e-06,"ND-INC Foxd2 Glut_subset","Epha4",0.317,1
"Rarb",8.15854799528198e-11,0.619621152512451,0.253,0.063,3.05635524999254e-06,"ND-INC Foxd2 Glut_subset","Rarb",0.19,1
"Enox1.1",8.6817814392873e-11,1.08321387699036,0.853,0.625,3.25236896278581e-06,"ND-INC Foxd2 Glut_subset","Enox1",0.228,2
"Trpc4",9.23477673485848e-11,0.87924165282214,0.32,0.097,3.45953206041268e-06,"ND-INC Foxd2 Glut_subset","Trpc4",0.223,1
"Kcnn2.1",3.08785304546651e-10,0.943399347091689,0.773,0.476,1.15677150789266e-05,"ND-INC Foxd2 Glut_subset","Kcnn2",0.297,3
"Dscaml1.1",3.60217458040717e-10,-1.48666047430734,0.12,0.496,1.34944664131213e-05,"ND-INC Foxd2 Glut_subset","Dscaml1",-0.376,2
"Atp1b1",4.66503193109212e-10,0.728107911512099,0.84,0.478,1.74761426202573e-05,"ND-INC Foxd2 Glut_subset","Atp1b1",0.362,1
"Cep112.3",6.04170799960583e-10,-1.60715146682503,0.187,0.532,2.26334465081233e-05,"ND-INC Foxd2 Glut_subset","Cep112",-0.345,5
"Dgkz",1.00015880686894e-09,0.889759753178132,0.52,0.231,3.74679492229241e-05,"ND-INC Foxd2 Glut_subset","Dgkz",0.289,1
"Gm30382.1",1.05357183323793e-09,1.11065694290684,0.48,0.207,3.94689080167592e-05,"ND-INC Foxd2 Glut_subset","Gm30382",0.273,2
"Arpp21.4",1.16369145858307e-09,0.92685096975858,0.707,0.45,4.35942094214389e-05,"ND-INC Foxd2 Glut_subset","Arpp21",0.257,6
"Slc24a3.2",1.39554705787611e-09,0.83770560839518,0.853,0.629,5.22799838821548e-05,"ND-INC Foxd2 Glut_subset","Slc24a3",0.224,4
"Kcnma1",1.50267523390295e-09,0.65021113565422,0.973,0.805,5.62932196124723e-05,"ND-INC Foxd2 Glut_subset","Kcnma1",0.168,1
"Nell1.3",1.82336064197186e-09,-1.85535616686198,0.2,0.523,6.83067363695499e-05,"ND-INC Foxd2 Glut_subset","Nell1",-0.323,5
"Chl1.1",2.10248110943454e-09,-1.30599696607554,0.2,0.546,7.87631473216366e-05,"ND-INC Foxd2 Glut_subset","Chl1",-0.346,3
"Zfhx3.4",2.17549235257485e-09,-2.15760415554697,0.093,0.423,8.1498294512159e-05,"ND-INC Foxd2 Glut_subset","Zfhx3",-0.33,5
"Vsnl1",2.70344023289855e-09,0.891548698574044,0.747,0.464,0.000101276278004845,"ND-INC Foxd2 Glut_subset","Vsnl1",0.283,2
"Adgrl2.2",3.75355728796331e-09,1.07200499949125,0.627,0.352,0.000140615763121682,"ND-INC Foxd2 Glut_subset","Adgrl2",0.275,3
"Dlg2.1",3.89611514393949e-09,-0.502651156284847,1,0.997,0.000145956265522261,"ND-INC Foxd2 Glut_subset","Dlg2",0.003,2
"Lrrc7",4.42281691543277e-09,0.602664365702575,0.947,0.868,0.000165687567285943,"ND-INC Foxd2 Glut_subset","Lrrc7",0.079,1
"Hs3st4.3",4.45683203304015e-09,-2.06033885261502,0.16,0.481,0.00016696184162175,"ND-INC Foxd2 Glut_subset","Hs3st4",-0.321,5
"Grip1",5.48156739226374e-09,0.819173506653379,0.88,0.76,0.000205350477648984,"ND-INC Foxd2 Glut_subset","Grip1",0.12,1
"Lekr1",5.71989438003097e-09,0.841669602462472,0.44,0.178,0.00021427868326472,"ND-INC Foxd2 Glut_subset","Lekr1",0.262,1
"Rims1",8.28614817169182e-09,-0.687196133011721,0.84,0.905,0.000310415682807919,"ND-INC Foxd2 Glut_subset","Rims1",-0.0650000000000001,1
"Brinp3.3",8.36604272752016e-09,-1.21229523282443,0.493,0.736,0.00031340869265836,"ND-INC Foxd2 Glut_subset","Brinp3",-0.243,5
"Bcan",9.34767616392172e-09,0.548939901596504,0.32,0.104,0.000350182644452836,"ND-INC Foxd2 Glut_subset","Bcan",0.216,2
"Tcf4.4",1.37060833965517e-08,-1.64860677525274,0.173,0.487,0.00051345729620162,"ND-INC Foxd2 Glut_subset","Tcf4",-0.314,6
"Mcu",1.45605631540542e-08,0.682857695963927,0.507,0.222,0.000545467816877179,"ND-INC Foxd2 Glut_subset","Mcu",0.285,1
"Chrm2.2",2.21328282831929e-08,-1.65616745574429,0.053,0.365,0.000829140013144974,"ND-INC Foxd2 Glut_subset","Chrm2",-0.312,4
"Ppp2r2b",4.57856750230059e-08,-0.779097328821154,0.653,0.858,0.00171522295771185,"ND-INC Foxd2 Glut_subset","Ppp2r2b",-0.205,1
"Lsamp.1",4.76851463398819e-08,-0.586627771664325,0.987,0.992,0.00178638095218466,"ND-INC Foxd2 Glut_subset","Lsamp",-0.005,2
"Mkx",5.3450764848956e-08,0.617217936961365,0.347,0.128,0.00200237255277159,"ND-INC Foxd2 Glut_subset","Mkx",0.219,2
"Ryr3.3",5.50924125972761e-08,0.736093251159347,0.787,0.472,0.00206387196071916,"ND-INC Foxd2 Glut_subset","Ryr3",0.315,4
"Ntng1.3",5.96398668991744e-08,0.592956653684246,0.88,0.585,0.00223422869377687,"ND-INC Foxd2 Glut_subset","Ntng1",0.295,5
"Shisa6",6.07067006961078e-08,1.09303479115025,0.453,0.222,0.00227419442147759,"ND-INC Foxd2 Glut_subset","Shisa6",0.231,1
"Cntnap5b.2",6.15611365906999e-08,0.895176947265046,0.827,0.654,0.0023062032989608,"ND-INC Foxd2 Glut_subset","Cntnap5b",0.173,3
"C130071C03Rik.1",6.38754736953336e-08,-1.28152401689085,0.04,0.341,0.00239290299557459,"ND-INC Foxd2 Glut_subset","C130071C03Rik",-0.301,2
"Thsd7b.3",6.42357775165814e-08,-1.68116032215008,0.2,0.481,0.00240640069732617,"ND-INC Foxd2 Glut_subset","Thsd7b",-0.281,4
"Pde1a.1",6.75955632256149e-08,-1.60970592521561,0.08,0.381,0.00253226498955799,"ND-INC Foxd2 Glut_subset","Pde1a",-0.301,3
"Patj",7.41779338439215e-08,0.763454174935156,0.52,0.249,0.00277885375766099,"ND-INC Foxd2 Glut_subset","Patj",0.271,1
"Epb41",7.67916918439011e-08,0.560985765810528,0.653,0.341,0.00287677035985622,"ND-INC Foxd2 Glut_subset","Epb41",0.312,2
"Baiap3",8.12630879378911e-08,-1.31345687966028,0,0.286,0.00304427780032928,"ND-INC Foxd2 Glut_subset","Baiap3",-0.286,1
"Atrnl1.1",8.5023390264123e-08,0.841908122429073,0.747,0.469,0.00318514624607458,"ND-INC Foxd2 Glut_subset","Atrnl1",0.278,3
"Hcrtr2",1.07310464235413e-07,0.799773934683842,0.333,0.129,0.00402006461118703,"ND-INC Foxd2 Glut_subset","Hcrtr2",0.204,1
"Syt17",1.08756963981281e-07,0.586843249910652,0.32,0.114,0.00407425338466675,"ND-INC Foxd2 Glut_subset","Syt17",0.206,1
"Gm28905.1",1.33021535638998e-07,-1.40160960016924,0.133,0.439,0.00498325276810814,"ND-INC Foxd2 Glut_subset","Gm28905",-0.306,2
"Dpyd.3",1.4565255092248e-07,-1.44521158643654,0.067,0.358,0.00545643586265793,"ND-INC Foxd2 Glut_subset","Dpyd",-0.291,5
"Kcnt2",1.49884183665249e-07,-1.32882921182875,0.053,0.349,0.00561496128846755,"ND-INC Foxd2 Glut_subset","Kcnt2",-0.296,2
"Nr3c2.2",1.55677983593131e-07,0.670778706289985,0.813,0.543,0.00583200862136587,"ND-INC Foxd2 Glut_subset","Nr3c2",0.27,3
"Mitf",1.66766408383786e-07,0.817801694746812,0.28,0.1,0.00624740319087339,"ND-INC Foxd2 Glut_subset","Mitf",0.18,1
"Gm10649",1.84371078213073e-07,0.590617678494255,0.373,0.151,0.00690690933201814,"ND-INC Foxd2 Glut_subset","Gm10649",0.222,1
"Grm8.1",1.85271614480324e-07,-1.34325022122426,0.4,0.627,0.00694064522166188,"ND-INC Foxd2 Glut_subset","Grm8",-0.227,3
"Man1a.2",2.90695655407617e-07,0.649812748166191,0.493,0.229,0.0108900406428801,"ND-INC Foxd2 Glut_subset","Man1a",0.264,3
"Cntn4.3",3.03786466651089e-07,0.73820867147715,0.867,0.645,0.0113804486136831,"ND-INC Foxd2 Glut_subset","Cntn4",0.222,4
"Npas3.3",3.56684964539929e-07,0.688173699396438,0.893,0.632,0.0133621321415948,"ND-INC Foxd2 Glut_subset","Npas3",0.261,4
"Grik1",3.73665421799721e-07,0.950927276047388,0.72,0.517,0.0139982540314612,"ND-INC Foxd2 Glut_subset","Grik1",0.203,2
"Pdgfc",3.78162524026792e-07,0.683752466199179,0.253,0.086,0.0141667244750917,"ND-INC Foxd2 Glut_subset","Pdgfc",0.167,1
"Cdh8.1",4.09599028436399e-07,0.76442650604424,0.8,0.601,0.0153443988032844,"ND-INC Foxd2 Glut_subset","Cdh8",0.199,2
"Prkca.3",4.82914641867886e-07,0.829321463274584,0.627,0.389,0.0180909483136548,"ND-INC Foxd2 Glut_subset","Prkca",0.238,4
"Ahi1",5.19499962048433e-07,-0.789811988128335,0.587,0.759,0.0194615075782584,"ND-INC Foxd2 Glut_subset","Ahi1",-0.172,1
"Ak5",6.1941643272817e-07,-1.19707206666004,0.107,0.376,0.0232045784028627,"ND-INC Foxd2 Glut_subset","Ak5",-0.269,1
"Ppp1r9a",6.51644514401553e-07,-1.04862135074165,0.347,0.6,0.024411906798511,"ND-INC Foxd2 Glut_subset","Ppp1r9a",-0.253,2
"Hdac9.3",7.89801636441833e-07,0.533137928518373,0.84,0.524,0.0295875489043839,"ND-INC Foxd2 Glut_subset","Hdac9",0.316,5
"Nxph1.3",8.03336877250639e-07,0.858624804653502,0.68,0.427,0.0300946060955635,"ND-INC Foxd2 Glut_subset","Nxph1",0.253,5
"Trpc5.1",8.10923374738373e-07,0.5895183845361,0.613,0.339,0.0303788114644489,"ND-INC Foxd2 Glut_subset","Trpc5",0.274,3
"Adcy1",8.73222703937752e-07,0.602131921153053,0.293,0.111,0.0327126689349161,"ND-INC Foxd2 Glut_subset","Adcy1",0.182,1
"Tmem132c.1",8.95205752788344e-07,0.624324339133371,0.32,0.123,0.0335361979109569,"ND-INC Foxd2 Glut_subset","Tmem132c",0.197,2
"Sncaip",1.17702700521099e-06,0.672939580644575,0.413,0.187,0.0440937856692142,"ND-INC Foxd2 Glut_subset","Sncaip",0.226,1
"Pid1.1",1.30197965893591e-06,0.673341768918641,0.64,0.399,0.048774761983057,"ND-INC Foxd2 Glut_subset","Pid1",0.241,2
"Gm13629.3",1.3633592416167e-06,0.926230025319412,0.453,0.226,0.0510741639094446,"ND-INC Foxd2 Glut_subset","Gm13629",0.227,5
"Robo1.2",1.41481626302474e-06,0.607555355106733,0.96,0.86,0.0530018468454329,"ND-INC Foxd2 Glut_subset","Robo1",0.1,3
"Cobl",1.44060449462988e-06,-1.07868104178174,0.08,0.341,0.0539679255778244,"ND-INC Foxd2 Glut_subset","Cobl",-0.261,1
"Neto2",1.55202466210035e-06,0.864753123830752,0.44,0.22,0.0581419478916034,"ND-INC Foxd2 Glut_subset","Neto2",0.22,1
"Cdh6",1.88517938574063e-06,0.76676808880706,0.4,0.178,0.0706225901486155,"ND-INC Foxd2 Glut_subset","Cdh6",0.222,1
"Adamts17",1.93913006845301e-06,0.741869152541841,0.32,0.138,0.0726436906243868,"ND-INC Foxd2 Glut_subset","Adamts17",0.182,1
"Hs3st5.2",1.99928523698631e-06,-1.19854526263044,0.227,0.465,0.0748972235479811,"ND-INC Foxd2 Glut_subset","Hs3st5",-0.238,3
"Ptprz1.1",2.56864513733174e-06,0.628319286678796,0.6,0.351,0.0962265841347218,"ND-INC Foxd2 Glut_subset","Ptprz1",0.249,2
"Kcnd2.2",2.73975696393152e-06,-0.710843800231034,0.88,0.903,0.102636775382802,"ND-INC Foxd2 Glut_subset","Kcnd2",-0.023,4
"Spats2l",2.866266527257e-06,0.661085249167575,0.52,0.261,0.107376076644102,"ND-INC Foxd2 Glut_subset","Spats2l",0.259,1
"Pvt1",2.95622526334453e-06,0.662968668824807,0.48,0.252,0.110746110815413,"ND-INC Foxd2 Glut_subset","Pvt1",0.228,1
"Rtl4.2",3.01793483522701e-06,0.670124049761749,0.76,0.514,0.113057874797274,"ND-INC Foxd2 Glut_subset","Rtl4",0.246,4
"Grid1.1",3.4094309272689e-06,-0.782546518714875,0.627,0.814,0.127724101397348,"ND-INC Foxd2 Glut_subset","Grid1",-0.187,3
"Hs6st2.1",3.94725969641526e-06,0.50555969187878,0.627,0.362,0.147872242747108,"ND-INC Foxd2 Glut_subset","Hs6st2",0.265,2
"Cdh4.1",4.07135468971718e-06,-1.27669598303811,0.133,0.38,0.152521089386185,"ND-INC Foxd2 Glut_subset","Cdh4",-0.247,3
"Cacnb4",4.90094353608294e-06,0.623464139415679,0.653,0.427,0.183599146748739,"ND-INC Foxd2 Glut_subset","Cacnb4",0.226,2
"Prkg1.1",5.98277728634497e-06,-0.848431127246723,0.453,0.694,0.224126802701055,"ND-INC Foxd2 Glut_subset","Prkg1",-0.241,3
"Fstl4.3",7.8285417932084e-06,-1.19512833840179,0.067,0.302,0.293272832657173,"ND-INC Foxd2 Glut_subset","Fstl4",-0.235,4
"Foxp2.3",8.33826194301986e-06,0.622670516342175,0.533,0.283,0.31236796890941,"ND-INC Foxd2 Glut_subset","Foxp2",0.25,5
"Arhgap24.1",9.07328054197004e-06,-1.16981227869812,0.267,0.485,0.339903235663282,"ND-INC Foxd2 Glut_subset","Arhgap24",-0.218,2
"Cacna2d1",9.09879502322479e-06,-0.662727915391439,0.867,0.888,0.340859059160047,"ND-INC Foxd2 Glut_subset","Cacna2d1",-0.021,1
"Gm15155",1.05680965463389e-05,0.536297110925408,0.44,0.216,0.395902032818948,"ND-INC Foxd2 Glut_subset","Gm15155",0.224,2
"Rnf152",1.12766925976997e-05,0.621060082770961,0.333,0.152,0.422447458095026,"ND-INC Foxd2 Glut_subset","Rnf152",0.181,1
"Chrm3.3",1.16121917133743e-05,-1.20662739889102,0.16,0.415,0.435015925966429,"ND-INC Foxd2 Glut_subset","Chrm3",-0.255,5
"Slc35f1",1.30760845832588e-05,0.569266889989814,0.853,0.737,0.489856280658043,"ND-INC Foxd2 Glut_subset","Slc35f1",0.116,2
"Egfem1.2",1.37454338689434e-05,-0.97502768388875,0.413,0.62,0.514931443598359,"ND-INC Foxd2 Glut_subset","Egfem1",-0.207,3
"Galntl6.3",1.45894471724063e-05,0.557532470433902,0.893,0.808,0.546549869972685,"ND-INC Foxd2 Glut_subset","Galntl6",0.085,5
"Luzp1.1",1.51207063645275e-05,0.536195303854959,0.48,0.254,0.566451901827929,"ND-INC Foxd2 Glut_subset","Luzp1",0.226,2
"Sidt1",1.51845638634036e-05,-0.948052538996605,0.04,0.262,0.568844131450825,"ND-INC Foxd2 Glut_subset","Sidt1",-0.222,1
"Hipk2",1.54694639663066e-05,0.61980361944499,0.453,0.246,0.579517059105779,"ND-INC Foxd2 Glut_subset","Hipk2",0.207,1
"Peg3",1.56671579953336e-05,0.547442094669925,0.84,0.724,0.586923072821188,"ND-INC Foxd2 Glut_subset","Peg3",0.116,1
"Tcerg1l.1",1.6743394464881e-05,0.787566803933665,0.347,0.168,0.627241043443371,"ND-INC Foxd2 Glut_subset","Tcerg1l",0.179,2
"Slc12a5",1.8015613881101e-05,0.563858097259186,0.653,0.423,0.674900927213807,"ND-INC Foxd2 Glut_subset","Slc12a5",0.23,1
"Acsl1",1.81325683644501e-05,0.50912450152998,0.28,0.117,0.679282276069028,"ND-INC Foxd2 Glut_subset","Acsl1",0.163,1
"Hs6st3.3",1.8950675403441e-05,-0.83860834074677,0.427,0.672,0.709930201963706,"ND-INC Foxd2 Glut_subset","Hs6st3",-0.245,4
"Dst",2.01837053982029e-05,-0.521221397687847,0.773,0.858,0.756121971627476,"ND-INC Foxd2 Glut_subset","Dst",-0.085,1
"Nin",2.04747533135126e-05,0.691274477635409,0.4,0.212,0.767025208630807,"ND-INC Foxd2 Glut_subset","Nin",0.188,1
"Atp11b",2.11947202867887e-05,0.517069746193251,0.64,0.396,0.79399661138368,"ND-INC Foxd2 Glut_subset","Atp11b",0.244,1
"Grm5",2.19886343538467e-05,-0.704349546452085,0.76,0.844,0.823738220163806,"ND-INC Foxd2 Glut_subset","Grm5",-0.084,1
"Cntnap4",2.44238419639012e-05,-0.842601852801083,0.293,0.527,0.914965967651668,"ND-INC Foxd2 Glut_subset","Cntnap4",-0.234,1
"Pde7b.1",2.6016600104255e-05,-1.0717130612179,0.107,0.332,0.974633873105603,"ND-INC Foxd2 Glut_subset","Pde7b",-0.225,2
"Fmnl2",2.65623132242964e-05,0.615809777949082,0.72,0.542,0.99507737800859,"ND-INC Foxd2 Glut_subset","Fmnl2",0.178,1
"Spock1.2",2.87745695487754e-05,-0.793701607291997,0.32,0.552,1,"ND-INC Foxd2 Glut_subset","Spock1",-0.232,3
"Pgap1",3.09963200612818e-05,-0.952891303498365,0.107,0.318,1,"ND-INC Foxd2 Glut_subset","Pgap1",-0.211,1
"Pde4b.1",3.32470868515223e-05,-0.615663504119005,0.547,0.783,1,"ND-INC Foxd2 Glut_subset","Pde4b",-0.236,3
"Htr2c.1",3.57916646021405e-05,-1.23973930932588,0.373,0.553,1,"ND-INC Foxd2 Glut_subset","Htr2c",-0.18,2
"Focad",3.61881793854327e-05,0.597180464156479,0.653,0.428,1,"ND-INC Foxd2 Glut_subset","Focad",0.225,1
"Cacna1d",3.71089857793512e-05,-0.705327664977304,0.52,0.654,1,"ND-INC Foxd2 Glut_subset","Cacna1d",-0.134,1
"Gm32647.2",4.82137681821898e-05,-1.76853511940259,0.173,0.378,1,"ND-INC Foxd2 Glut_subset","Gm32647",-0.205,3
"Tox.5",4.93521654541858e-05,-1.28057527924889,0.173,0.383,1,"ND-INC Foxd2 Glut_subset","Tox",-0.21,6
"Zfp804a.2",5.12350336104357e-05,-0.973171902701102,0.373,0.549,1,"ND-INC Foxd2 Glut_subset","Zfp804a",-0.176,4
"Fut8",5.17454935749965e-05,0.602563917931726,0.6,0.394,1,"ND-INC Foxd2 Glut_subset","Fut8",0.206,1
"Nav1",5.84555347857158e-05,0.525869676367071,0.733,0.504,1,"ND-INC Foxd2 Glut_subset","Nav1",0.229,1
"Cdh11.2",5.96377533625417e-05,-0.921650944608648,0.187,0.402,1,"ND-INC Foxd2 Glut_subset","Cdh11",-0.215,3
"Scn8a",6.12318096569299e-05,0.528528982950145,0.68,0.481,1,"ND-INC Foxd2 Glut_subset","Scn8a",0.199,2
"Sgcd.2",6.30535125637947e-05,0.51031931106188,0.827,0.622,1,"ND-INC Foxd2 Glut_subset","Sgcd",0.205,4
"Samd5",7.06398636131535e-05,0.598910805516056,0.64,0.427,1,"ND-INC Foxd2 Glut_subset","Samd5",0.213,1
"Parp8",7.43498408406853e-05,-0.791988460487783,0.24,0.448,1,"ND-INC Foxd2 Glut_subset","Parp8",-0.208,1
"Zfp462",7.4699852086529e-05,0.527471790677286,0.587,0.366,1,"ND-INC Foxd2 Glut_subset","Zfp462",0.221,2
"Gmds",8.52520611831102e-05,0.510567223021069,0.733,0.529,1,"ND-INC Foxd2 Glut_subset","Gmds",0.204,1
"Tenm4",8.69369230075064e-05,-0.541687956340003,0.533,0.764,1,"ND-INC Foxd2 Glut_subset","Tenm4",-0.231,1
"Zfhx4",9.51703795519707e-05,-1.01635369188084,0.12,0.324,1,"ND-INC Foxd2 Glut_subset","Zfhx4",-0.204,1
"Necab1.1",9.62108150004298e-05,0.791538140376639,0.373,0.199,1,"ND-INC Foxd2 Glut_subset","Necab1",0.174,2
"Mir124a-1hg",9.9189654466546e-05,0.600360163622908,0.453,0.269,1,"ND-INC Foxd2 Glut_subset","Mir124a-1hg",0.184,1
"Gm15446",0.000115045885498013,0.50866636710012,0.28,0.128,1,"ND-INC Foxd2 Glut_subset","Gm15446",0.152,1
"Dab1",0.000116823511343648,-0.645607236212912,0.8,0.853,1,"ND-INC Foxd2 Glut_subset","Dab1",-0.0529999999999999,1
"Chrna7",0.000119189609097575,0.591103548653279,0.267,0.118,1,"ND-INC Foxd2 Glut_subset","Chrna7",0.149,1
"A830082K12Rik",0.000131282978887887,0.502823291225678,0.32,0.156,1,"ND-INC Foxd2 Glut_subset","A830082K12Rik",0.164,1
"Arfgef2",0.000131405077657224,0.534222963362031,0.427,0.231,1,"ND-INC Foxd2 Glut_subset","Arfgef2",0.196,1
"Foxn3",0.000140646618327933,-0.9096879367161,0.267,0.429,1,"ND-INC Foxd2 Glut_subset","Foxn3",-0.162,1
"Pknox2",0.000165184678306155,0.534195972339054,0.387,0.214,1,"ND-INC Foxd2 Glut_subset","Pknox2",0.173,2
"Bbs9",0.000170852568895656,-0.794633491457173,0.16,0.365,1,"ND-INC Foxd2 Glut_subset","Bbs9",-0.205,1
"Gnas.2",0.000204778366918424,-0.806018877732474,0.48,0.651,1,"ND-INC Foxd2 Glut_subset","Gnas",-0.171,4
"Fndc3a",0.000216252575449274,-0.678934901456901,0.307,0.517,1,"ND-INC Foxd2 Glut_subset","Fndc3a",-0.21,1
"Rap1gds1",0.00022072311846081,0.510360706240392,0.547,0.35,1,"ND-INC Foxd2 Glut_subset","Rap1gds1",0.197,1
"Greb1l",0.000244259132600702,-0.776006399297281,0.067,0.257,1,"ND-INC Foxd2 Glut_subset","Greb1l",-0.19,1
"Tenm1.2",0.000261811562657003,-0.636788795392635,0.56,0.757,1,"ND-INC Foxd2 Glut_subset","Tenm1",-0.197,4
"Nav2",0.000263450072070239,-0.536090671573418,0.72,0.814,1,"ND-INC Foxd2 Glut_subset","Nav2",-0.094,2
"Caln1.2",0.000268323933583027,-0.527615167269785,0.187,0.405,1,"ND-INC Foxd2 Glut_subset","Caln1",-0.218,4
"Epb41l4b",0.000278356312479482,-0.68544453895056,0.2,0.397,1,"ND-INC Foxd2 Glut_subset","Epb41l4b",-0.197,1
"Ncald.2",0.000306382680951166,-0.757732724294248,0.28,0.489,1,"ND-INC Foxd2 Glut_subset","Ncald",-0.209,3
"Reln.4",0.000321050754291679,-0.960826438676179,0.08,0.266,1,"ND-INC Foxd2 Glut_subset","Reln",-0.186,6
"Gm1604a",0.000366490109370343,-0.760436052324348,0.173,0.364,1,"ND-INC Foxd2 Glut_subset","Gm1604a",-0.191,1
"Camk1d.3",0.000420361802418415,-0.830535819327031,0.253,0.42,1,"ND-INC Foxd2 Glut_subset","Camk1d",-0.167,4
"Tenm3.1",0.000493152549035653,0.555397549502815,0.8,0.717,1,"ND-INC Foxd2 Glut_subset","Tenm3",0.0830000000000001,3
"Pde4d.2",0.000495160352824866,-0.611690858186889,0.96,0.957,1,"ND-INC Foxd2 Glut_subset","Pde4d",0.003,4
"Rcan2",0.00050544283737322,0.512049016675713,0.613,0.423,1,"ND-INC Foxd2 Glut_subset","Rcan2",0.19,2
"Exoc4",0.000524214565040019,-0.507947481574999,0.613,0.716,1,"ND-INC Foxd2 Glut_subset","Exoc4",-0.103,1
"Neto1",0.000643423460082439,-0.775720026605709,0.133,0.31,1,"ND-INC Foxd2 Glut_subset","Neto1",-0.177,1
"Pdzrn4.4",0.000724572954713223,-0.827359179806655,0.453,0.602,1,"ND-INC Foxd2 Glut_subset","Pdzrn4",-0.149,5
"Tnr",0.000733114202100136,0.519557977814272,0.72,0.586,1,"ND-INC Foxd2 Glut_subset","Tnr",0.134,1
"Epha7.2",0.000786425745179524,0.700395342167167,0.453,0.288,1,"ND-INC Foxd2 Glut_subset","Epha7",0.165,4
"Rmst.1",0.000805171158618176,-0.574511562547705,0.787,0.815,1,"ND-INC Foxd2 Glut_subset","Rmst",-0.0279999999999999,3
"Gabra1.1",0.00101057701262254,0.507396777429828,0.493,0.33,1,"ND-INC Foxd2 Glut_subset","Gabra1",0.163,2
"Tafa2.3",0.00108967765320034,-0.874067862850084,0.533,0.635,1,"ND-INC Foxd2 Glut_subset","Tafa2",-0.102,4
"Scn9a.2",0.00126913350499334,-0.792236325866164,0.187,0.339,1,"ND-INC Foxd2 Glut_subset","Scn9a",-0.152,4
"Pde10a.1",0.00135770170889578,-0.92600908087381,0.64,0.695,1,"ND-INC Foxd2 Glut_subset","Pde10a",-0.0549999999999999,2
"Prr16.3",0.00140275211957975,-0.846776068468149,0.4,0.54,1,"ND-INC Foxd2 Glut_subset","Prr16",-0.14,5
"Il1rapl2.4",0.00142270161081199,-1.40778560037117,0.253,0.407,1,"ND-INC Foxd2 Glut_subset","Il1rapl2",-0.154,6
"Alk.3",0.00147921554950574,0.681396914397156,0.52,0.365,1,"ND-INC Foxd2 Glut_subset","Alk",0.155,5
"Fnbp1l.1",0.00179124694689619,-0.58714227636002,0.28,0.444,1,"ND-INC Foxd2 Glut_subset","Fnbp1l",-0.164,2
