"Cluster","Sac_Learner_Coef","Sac_Learner_P.Value","Sac_Learner_adj.P.Val","B_Sac_Learner","Sac_Learner_Ratio","Sex_Coef","Sex_P.Value","Sex_adj.P.Val","B_Sex","Sex_Ratio","AveExpr","PropMean_Learner","PropMean_NonLearner","PropMean_Male","PropMean_Female","Direct_Ratio_Learner_NonLearner","Direct_Ratio_Male_Female"
"RT-ZI Gnb3 Gaba_2",0.000520862804670643,0.724358911490233,0.952913519736011,-4.6244329875845,1.00036109976535,-0.00311233236254776,0.413529279511315,0.57190219506884,-4.60776930583368,0.997845020906643,-3.25508994350877,0.0382519167717313,0.0419497773360412,0.0411008746198418,0.0376216752622067,0.911850293395172,1.09247858670266
"TH Prkcd Grin2c Glut_6",-0.00187854808034218,0.730480976909478,0.952913519736011,-4.62463133979488,0.998698737072355,0.00156368108005669,0.438264286469424,0.589089580445786,-4.61049743432122,1.00108444872168,-4.10754426515533,0.0185974897507081,0.0147736235170688,0.0142222455938486,0.0206784141673839,1.25883062670586,0.687782219599867
"PO-MEA Glut",-0.000840146635634981,0.768109075260551,0.952913519736011,-4.62573978854101,0.99941782425835,-0.00864872952710885,0.444082914489901,0.589089580445786,-4.61111113310585,0.994023090727587,-4.4636866847475,0.0136695530787734,0.0143736562556984,0.0151250754878353,0.0126364925758666,0.95101433035552,1.19693620654844
"TU-ARH Otp Six6 Gaba",0.00099944977193596,0.79250800306786,0.952913519736011,-4.6263587801996,1.00069300580917,0.003615711760174,0.501072949572132,0.651394834443772,-4.61645019639023,1.00250936360796,-4.95215064352519,0.0101235033805519,0.00640895172630825,0.00663169801127235,0.0113865777572853,1.57958802201547,0.582413623534017
"TH Sema5b-Ntrk Glut",0.00109661749574787,0.840103039618766,0.952913519736011,-4.62735759602045,1.00076040628771,-0.00506973575654582,0.523466222309619,0.667162832355397,-4.61830997903296,0.996492094082824,-3.24562014854256,0.0406904634972269,0.0379920749004868,0.0376229344087412,0.0421389594276686,1.07102503887477,0.892830172356792
"AHN Onecut3 Gaba",0.00212225679049837,0.849986903851301,0.952913519736011,-4.62753054295499,1.00147211881541,-0.00105423964255719,0.544728413584703,0.680910516980878,-4.6199254474511,0.999269523691943,-3.98564529321166,0.0186428102994075,0.0239039950497231,0.0230763580094322,0.0173659734395723,0.779903537489373,1.32882605687093
"LH-MH Glut",0.000348929682423069,0.865342246391559,0.952913519736011,-4.62777540862412,1.00024188887598,-0.000368064522205888,0.564027782427722,0.691622635115704,-4.62132164286956,0.999744909655245,-6.82573981737922,0.00483330611215508,0.00108704720949755,0.00225042954010891,0.00516842734260673,4.44627065864885,0.435418627549844
"HY NSCs_1",-0.000163587679565016,0.866851157570141,0.952913519736011,-4.62779810980104,0.999886616089577,-0.000325338317470436,0.577747481026673,0.691622635115704,-4.62225181446846,0.999774518087386,-6.6345291157227,0.00245016366224364,0.00442841754932468,0.00427767770555739,0.00180960195117852,0.553281987290761,2.36387770402851
"PO-COAa-PAA-MEA Barhl2 Glut",-0.000556865712410241,0.881700155557973,0.952913519736011,-4.62800779855315,0.99961408458601,0.00102256216226835,0.591717620840382,0.691622635115704,-4.62314722456317,1.00070903732793,-4.77810944859874,0.00953902352106854,0.0144943545833881,0.0140557075850889,0.00799553809443988,0.65811992291131,1.75794392060533
"ADP-MPO Trp73 Glut",0.000376849609418233,0.890999150380869,0.952913519736011,-4.62812584895377,1.00026124636315,0.00178193227232176,0.595859501022761,0.691622635115704,-4.62340499329439,1.00123590443171,-6.25586307572922,0.00233622823165181,0.00256999612220594,0.00274220320841074,0.00207051398922535,0.90903959405453,1.32440699395452
"TH Prkcd Grin2c Glut_4",-0.000272869686144538,0.908809257504841,0.952913519736011,-4.62832483155319,0.999810879032014,0.000733313677530099,0.645708799073916,0.736334595435167,-4.62626827297529,1.00050842351149,-4.73018221713086,0.00923042744044111,0.0117016709584935,0.0120377296127475,0.00790587137896616,0.788812766414468,1.52263160323785
"STR D1 Gaba",0.000922851229364041,0.936670127995378,0.952913519736011,-4.62856366193453,1.0006398763613,0.00220584528333612,0.680262604045325,0.750042242978398,-4.62796656090693,1.0015301449178,-3.50410226013209,0.029122384060856,0.0399950977425452,0.0403644009014515,0.024403995429274,0.72814884084848,1.65400788647223
"SCH Six6 Cdc14a Gaba",-0.000923257897265605,0.938532033577188,0.952913519736011,-4.62857630905724,0.999360251118217,-0.00117292430658079,0.680807574395776,0.750042242978398,-4.62799162542879,0.999187321226297,-5.71779000728312,0.00546773160366561,0.00809751547461015,0.00769773556583577,0.00481559796406218,0.675235709127046,1.59850046106057
"PVH-SO-PVa Agtr1a Glut",0.000903841209127074,0.942031815793324,0.952913519736011,-4.62859946343192,1.00062669127475,-0.000382488191822052,0.786626608568164,0.842566303161965,-4.63192897174368,0.999734914529605,-6.03923439392285,0.00295550035358403,0.00486207447611778,0.00465372935424952,0.00240121582643879,0.607868178099959,1.9380720812387
"PO-CEA-BST Meis2 Gaba",-4.0882175381087e-05,0.944384967489919,0.952913519736011,-4.628614439908,0.999971663036899,-0.000184888679581965,0.790716069121228,0.842566303161965,-4.63204320950845,0.99987185314454,-3.5761631918759,0.0285451308816836,0.0373864014884546,0.0373040806556125,0.0250909434718174,0.763516405570585,1.48675480049258
"GPe-SI Sox6 Cyp26b1 Gaba",0.000205802082105371,0.950335596938226,0.952913519736011,-4.62864908030437,1.00014266130812,-0.000932720017369025,0.830170414761929,0.870339950960087,-4.63305153417685,0.999353696693723,-5.31986928453814,0.00495816311184768,0.0072020856579163,0.00731123353237411,0.00395144621896241,0.688434343515177,1.85026775697682
"Lhx6 Gaba",2.62694434490627e-05,0.950962866784889,0.952913519736011,-4.62865245093901,1.00001820875644,0.000211082712242229,0.889712088351359,0.917956916552989,-4.63415504275897,1.00014632209089,-5.56840771665262,0.00444032764334104,0.00461737045267741,0.00460686267529778,0.00438001829698612,0.961657222189372,1.05179073760211
"SCsg Gabrr2 Gaba",-8.65961774972753e-06,0.951056498751324,0.952913519736011,-4.62865292550679,0.999993997628386,0.000107806061416825,0.940309082703643,0.955001412120887,-4.63471678539511,1.00007472825954,-7.75482658480631,0.000666680253162795,0.000178037442246469,0.000194390312398904,0.00084578450737689,3.74460700373275,0.229834326242017
"PVH-SO-PVa Avp Glut",-5.29036489609781e-20,0.952913519736011,0.952913519736011,-4.62866278775444,1,-0.000191576870287794,0.985631659234987,0.985631659234987,-4.63493507628491,0.99986721784883,-5.27703007574243,0.00600085191483673,0.00750221981249079,0.00750568365959068,0.00539684090867521,0.799876845096652,1.39075503365785
