"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ttc28",1.20753221206854e-32,0.534079518028372,0.351,0.322,4.52365717285117e-28,"1","Ttc28"
"Efna5",3.51520683261828e-28,0.51059462199813,0.507,0.525,1.31686678363546e-23,"1","Efna5"
"Plcl1.1",4.46926858175985e-26,-0.566320958396555,0.381,0.477,1.67427739609887e-21,"1","Plcl1"
"Maged1",4.19676582830232e-22,0.506360611870699,0.349,0.347,1.57219241459862e-17,"1","Maged1"
"Zfpm2",3.82145447632941e-13,0.57898402310493,0.308,0.296,1.43159327592252e-08,"1","Zfpm2"
"Fstl5",1.19642481975602e-12,0.637001932880459,0.365,0.379,4.48204665977e-08,"1","Fstl5"
"Adcy2",4.57394429375025e-10,0.567548663096252,0.317,0.323,1.71349101132472e-05,"1","Adcy2"
"Thsd7b",1.81375181926665e-05,0.52604645952615,0.362,0.383,0.679467706533673,"1","Thsd7b"
"Hs3st4.1",0,3.13697005353101,0.987,0.407,0,"10","Hs3st4"
"Kcnmb2",0,2.86122512925451,0.925,0.213,0,"10","Kcnmb2"
"Ubash3b",0,2.74181402092609,0.905,0.186,0,"10","Ubash3b"
"Rgs6.2",0,2.49714973125804,0.955,0.306,0,"10","Rgs6"
"Grm3.2",0,2.31539810172465,0.832,0.306,0,"10","Grm3"
"Esrrg",0,2.22387586328536,0.927,0.427,0,"10","Esrrg"
"Fign.1",0,2.21868922524608,0.872,0.238,0,"10","Fign"
"Ak5",0,2.09625913978397,0.832,0.329,0,"10","Ak5"
"Lrrc4c",0,2.02522747713013,0.999,0.871,0,"10","Lrrc4c"
"Slc44a5",0,1.9807165584074,0.803,0.219,0,"10","Slc44a5"
"Slc35f1",0,1.9624018682073,0.967,0.624,0,"10","Slc35f1"
"Kcnip1",0,1.9202003083922,0.822,0.39,0,"10","Kcnip1"
"Pdzd2",0,1.91330177032126,0.714,0.193,0,"10","Pdzd2"
"Asic2",0,1.76981588353438,0.989,0.81,0,"10","Asic2"
"Zfpm2.1",0,1.75571786236643,0.763,0.284,0,"10","Zfpm2"
"B130024G19Rik",0,1.75513983117101,0.605,0.14,0,"10","B130024G19Rik"
"Etl4",0,1.70864971134308,0.923,0.537,0,"10","Etl4"
"Gm42303",0,1.70591674762587,0.453,0.045,0,"10","Gm42303"
"Cdh13",0,1.68427471816523,0.887,0.508,0,"10","Cdh13"
"Galntl6",0,1.66054600212577,0.99,0.683,0,"10","Galntl6"
"Adcy1",0,1.64460481641918,0.609,0.169,0,"10","Adcy1"
"Myo16",0,1.64024106636194,0.678,0.223,0,"10","Myo16"
"Zfp804a.2",0,1.60779501308199,0.957,0.568,0,"10","Zfp804a"
"Dpp10",0,1.60341973189651,0.922,0.786,0,"10","Dpp10"
"Gad1",0,1.5803726170818,0.581,0.147,0,"10","Gad1"
"Btbd11",0,1.55832296726515,0.701,0.301,0,"10","Btbd11"
"Megf11",0,1.53876718322863,0.52,0.114,0,"10","Megf11"
"Kcnma1.2",0,1.52908065372634,0.99,0.819,0,"10","Kcnma1"
"Rnf144b",0,1.48165788756863,0.41,0.043,0,"10","Rnf144b"
"Il1rapl2",0,1.46811356516127,0.683,0.266,0,"10","Il1rapl2"
"Gfra1",0,1.4193600152926,0.523,0.127,0,"10","Gfra1"
"Eepd1",0,1.41716577303576,0.37,0.036,0,"10","Eepd1"
"Tmem108",0,1.38627162503884,0.834,0.456,0,"10","Tmem108"
"Dlgap1.1",0,1.38510283957299,0.994,0.842,0,"10","Dlgap1"
"Mmp16",0,1.36872492203103,0.9,0.6,0,"10","Mmp16"
"Scn3a",0,1.34630214058053,0.734,0.418,0,"10","Scn3a"
"Meis2.1",0,1.33005213243772,0.733,0.231,0,"10","Meis2"
"Elavl4",0,1.3165644157663,0.692,0.347,0,"10","Elavl4"
"Gm2115",0,1.30974547904493,0.309,0.018,0,"10","Gm2115"
"Gad2.1",0,1.30401840795564,0.644,0.235,0,"10","Gad2"
"Nxph1.1",0,1.2902760126696,0.93,0.487,0,"10","Nxph1"
"Egfem1",0,1.27585622201653,0.86,0.575,0,"10","Egfem1"
"Bmper",0,1.27174802715638,0.448,0.112,0,"10","Bmper"
"Zbtb7c",0,1.26187006362083,0.492,0.152,0,"10","Zbtb7c"
"Stard9",0,1.25509870101032,0.488,0.155,0,"10","Stard9"
"Ppargc1a",0,1.23634449643453,0.493,0.191,0,"10","Ppargc1a"
"Plch1",0,1.23416614246978,0.401,0.094,0,"10","Plch1"
"Sema3e",0,1.22962129556113,0.393,0.115,0,"10","Sema3e"
"Six3",0,1.22789239892952,0.326,0.024,0,"10","Six3"
"Ptprt",0,1.2261419998054,0.852,0.47,0,"10","Ptprt"
"Kcnn2",0,1.22466961905965,0.75,0.453,0,"10","Kcnn2"
"Gm13629",0,1.22245944482974,0.578,0.237,0,"10","Gm13629"
"Grip1",0,1.21608665505805,0.938,0.765,0,"10","Grip1"
"Rbm20",0,1.17424846305138,0.299,0.04,0,"10","Rbm20"
"Dock4",0,1.17384307458999,0.857,0.575,0,"10","Dock4"
"Vwc2",0,1.16493826793054,0.645,0.301,0,"10","Vwc2"
"Ano4.1",0,1.16117097536794,0.803,0.453,0,"10","Ano4"
"Gm32828",0,1.15819830500419,0.267,0.041,0,"10","Gm32828"
"Fam163a",0,1.15355849246308,0.31,0.056,0,"10","Fam163a"
"Lgi2",0,1.141476126294,0.314,0.05,0,"10","Lgi2"
"Atrnl1.2",0,1.12622054176249,0.859,0.574,0,"10","Atrnl1"
"Mitf",0,1.10788825334018,0.482,0.162,0,"10","Mitf"
"Kctd16",0,1.10511767331378,0.89,0.603,0,"10","Kctd16"
"Hs3st5",0,1.10490045727659,0.693,0.368,0,"10","Hs3st5"
"Chrm2",0,1.09482203918242,0.637,0.28,0,"10","Chrm2"
"Ptchd1",0,1.09337894049067,0.399,0.131,0,"10","Ptchd1"
"Nrxn3.1",0,1.08182921073104,0.999,0.886,0,"10","Nrxn3"
"Utrn",0,1.0794284358181,0.571,0.252,0,"10","Utrn"
"Gm15155",0,1.0413182671348,0.465,0.188,0,"10","Gm15155"
"Neto2",0,1.03760554852258,0.523,0.244,0,"10","Neto2"
"Nr2f2",0,1.03249454958137,0.322,0.068,0,"10","Nr2f2"
"Gm29683",0,1.02598092725323,0.352,0.091,0,"10","Gm29683"
"Fam155a",0,1.02492952131934,0.999,0.922,0,"10","Fam155a"
"Lancl3",0,1.0242429057064,0.255,0.024,0,"10","Lancl3"
"Tjp1",0,1.01692256311575,0.825,0.604,0,"10","Tjp1"
"Msi2",0,1.0148683474159,0.833,0.527,0,"10","Msi2"
"P3h2",0,1.01054872838619,0.333,0.088,0,"10","P3h2"
"Rapgef5",0,1.00925393405658,0.533,0.272,0,"10","Rapgef5"
"Rbms1",0,1.00667731588565,0.67,0.36,0,"10","Rbms1"
"Ndst3",0,1.00063542717677,0.541,0.249,0,"10","Ndst3"
"Bcl2",0,0.996985427802411,0.457,0.191,0,"10","Bcl2"
"Creb5",0,0.985586756545073,0.302,0.058,0,"10","Creb5"
"Gm43175",0,0.976286807969533,0.336,0.093,0,"10","Gm43175"
"Sgcz",0,0.972998063811831,0.945,0.811,0,"10","Sgcz"
"St8sia4",0,0.97167972934897,0.356,0.112,0,"10","St8sia4"
"Fmn1",0,0.969123436457028,0.402,0.155,0,"10","Fmn1"
"March1",0,0.958803211231553,0.942,0.652,0,"10","March1"
"Pparg",0,0.927771808763659,0.273,0.058,0,"10","Pparg"
"Pid1",0,0.923526022422275,0.643,0.383,0,"10","Pid1"
"Focad",0,0.918571266240537,0.677,0.442,0,"10","Focad"
"Vat1l",0,0.912573741193124,0.502,0.248,0,"10","Vat1l"
"Tmem132c",0,0.90826120831193,0.414,0.173,0,"10","Tmem132c"
"Grik3.1",0,0.891157537445066,0.512,0.228,0,"10","Grik3"
"Kcnj3",0,0.888224530080651,0.813,0.566,0,"10","Kcnj3"
"Nell2.2",0,0.884546284469368,0.771,0.484,0,"10","Nell2"
"Tenm1",0,0.874597311389515,0.941,0.717,0,"10","Tenm1"
"Tbc1d4",0,0.869636748591819,0.341,0.129,0,"10","Tbc1d4"
"Bcan",0,0.858307115034557,0.357,0.102,0,"10","Bcan"
"Syt2",0,0.856660633394276,0.252,0.062,0,"10","Syt2"
"Cacna2d2",0,0.854617069529746,0.454,0.203,0,"10","Cacna2d2"
"Frmpd1",0,0.841877934829745,0.272,0.065,0,"10","Frmpd1"
"Setbp1",0,0.838232625636641,0.829,0.627,0,"10","Setbp1"
"Plekha5",0,0.833533158126384,0.877,0.675,0,"10","Plekha5"
"Rnf220.1",0,0.832883382282497,0.709,0.366,0,"10","Rnf220"
"Pacsin2",0,0.830654343947214,0.319,0.116,0,"10","Pacsin2"
"Scn1a",0,0.796671841704578,0.791,0.584,0,"10","Scn1a"
"Rbms3",0,0.791364475026893,0.869,0.643,0,"10","Rbms3"
"Erbb4",0,0.786386684094854,0.968,0.567,0,"10","Erbb4"
"Cabp1",0,0.747184157853501,0.267,0.087,0,"10","Cabp1"
"Dgkb",0,0.731944402587773,0.917,0.653,0,"10","Dgkb"
"Gria4",0,0.73128166280652,0.972,0.859,0,"10","Gria4"
"Agbl4",0,0.731102190471995,0.933,0.801,0,"10","Agbl4"
"Il1rapl1.1",0,0.729206928221354,0.996,0.937,0,"10","Il1rapl1"
"Camta1",0,0.724028816276942,0.899,0.777,0,"10","Camta1"
"Slc2a13.1",0,0.72019114320303,0.755,0.516,0,"10","Slc2a13"
"Cacna2d3.2",0,0.701880068814599,0.902,0.593,0,"10","Cacna2d3"
"Gabrg3",0,0.679669532366337,0.932,0.733,0,"10","Gabrg3"
"Xkr4",0,0.667066753032832,0.965,0.871,0,"10","Xkr4"
"Plcb1",0,0.574063745423794,0.941,0.672,0,"10","Plcb1"
"Auts2.2",0,0.550889794170484,0.966,0.843,0,"10","Auts2"
"Ptprd",0,0.536224541602516,0.999,0.942,0,"10","Ptprd"
"Nrxn1",0,-0.512254307838852,0.994,0.964,0,"10","Nrxn1"
"Ank3",0,-0.755349881949789,0.859,0.935,0,"10","Ank3"
"Adgrl3",0,-0.831341567184845,0.836,0.906,0,"10","Adgrl3"
"Erc2",0,-0.879406518663859,0.722,0.835,0,"10","Erc2"
"Dclk1",0,-0.979310018799217,0.471,0.729,0,"10","Dclk1"
"Mir100hg",0,-1.05222283647288,0.35,0.681,0,"10","Mir100hg"
"Nedd4l",0,-1.1533779697762,0.221,0.566,0,"10","Nedd4l"
"Slc24a3",0,-1.19555197557224,0.326,0.628,0,"10","Slc24a3"
"Dapk1",0,-1.20275076622541,0.042,0.362,0,"10","Dapk1"
"Prkcb",0,-1.2365038564717,0.258,0.595,0,"10","Prkcb"
"Gabrb1",0,-1.24241452540455,0.47,0.846,0,"10","Gabrb1"
"Lrrtm4",0,-1.31504066940527,0.598,0.838,0,"10","Lrrtm4"
"Khdrbs2",0,-1.33554244941461,0.215,0.534,0,"10","Khdrbs2"
"Lrp1b",0,-1.41888125762925,0.845,0.951,0,"10","Lrp1b"
"Gabrb2",0,-1.42809092759851,0.209,0.584,0,"10","Gabrb2"
"Mctp1",0,-1.43042969180993,0.128,0.456,0,"10","Mctp1"
"Trps1.2",0,-1.4486662970979,0.14,0.47,0,"10","Trps1"
"Grin2a.2",0,-1.46292368012503,0.238,0.62,0,"10","Grin2a"
"Kcnd3",0,-1.47120450385268,0.057,0.431,0,"10","Kcnd3"
"Tmtc2",0,-1.4745365605515,0.047,0.372,0,"10","Tmtc2"
"Clstn2",0,-1.47822438170074,0.195,0.511,0,"10","Clstn2"
"Sema6d",0,-1.53156275204143,0.209,0.532,0,"10","Sema6d"
"Grid1",0,-1.58335163719894,0.329,0.749,0,"10","Grid1"
"Csmd3",0,-1.58612378612873,0.576,0.926,0,"10","Csmd3"
"Plxdc2",0,-1.61933056307918,0.128,0.489,0,"10","Plxdc2"
"Cpne4.1",0,-1.65911299668387,0.027,0.334,0,"10","Cpne4"
"Ntrk3",0,-1.66772875391313,0.197,0.611,0,"10","Ntrk3"
"Dab1",0,-1.67930611889997,0.385,0.689,0,"10","Dab1"
"Cacna1e",0,-1.70220746780933,0.166,0.575,0,"10","Cacna1e"
"Hcn1",0,-1.72224873884953,0.063,0.432,0,"10","Hcn1"
"Sorcs3",0,-1.73954648887794,0.107,0.511,0,"10","Sorcs3"
"Gabra2",0,-1.75044548265815,0.118,0.56,0,"10","Gabra2"
"Pde7b.2",0,-1.75709930847335,0.128,0.458,0,"10","Pde7b"
"Brinp3",0,-1.76161730195349,0.278,0.643,0,"10","Brinp3"
"Caln1",0,-1.79501458629578,0.027,0.371,0,"10","Caln1"
"Chrm3",0,-1.82001884911082,0.068,0.425,0,"10","Chrm3"
"Samd5",0,-1.83238262893304,0.023,0.452,0,"10","Samd5"
"Kcnab1.2",0,-1.84211666905703,0.08,0.445,0,"10","Kcnab1"
"Cdh12",0,-1.88636416774721,0.319,0.622,0,"10","Cdh12"
"Lrrc7.2",0,-1.90038843641184,0.612,0.858,0,"10","Lrrc7"
"Cntn4",0,-1.92769586747296,0.273,0.654,0,"10","Cntn4"
"Gm20754.2",0,-1.93947780845635,0.061,0.412,0,"10","Gm20754"
"Ncam2",0,-1.94673647773944,0.336,0.768,0,"10","Ncam2"
"Robo1",0,-1.96227513846586,0.538,0.845,0,"10","Robo1"
"Tcf4",0,-1.96259044125227,0.069,0.441,0,"10","Tcf4"
"Grm1.1",0,-1.97221823477111,0.152,0.579,0,"10","Grm1"
"Pex5l.2",0,-1.9868371573252,0.147,0.539,0,"10","Pex5l"
"Dlgap2",0,-2.00276807945161,0.126,0.546,0,"10","Dlgap2"
"Tenm4",0,-2.03094204957331,0.218,0.752,0,"10","Tenm4"
"Zfp804b",0,-2.05325332198158,0.176,0.485,0,"10","Zfp804b"
"Mgat4c",0,-2.05667889726602,0.276,0.661,0,"10","Mgat4c"
"Pcsk2.2",0,-2.1917727020635,0.086,0.571,0,"10","Pcsk2"
"Cacna2d1.1",0,-2.21189963950386,0.128,0.607,0,"10","Cacna2d1"
"Arpp21.2",0,-2.22375129717101,0.083,0.581,0,"10","Arpp21"
"Nell1",0,-2.22794851822962,0.088,0.516,0,"10","Nell1"
"Cntn5",0,-2.35364177201022,0.261,0.706,0,"10","Cntn5"
"Grid2",0,-2.46362649048603,0.321,0.902,0,"10","Grid2"
"Edil3.2",0,-2.4759611961099,0.147,0.678,0,"10","Edil3"
"Gria1",0,-2.47788627367043,0.142,0.721,0,"10","Gria1"
"Gm32647",0,-2.58173063886486,0.042,0.354,0,"10","Gm32647"
"Hs6st3",0,-2.66389167024113,0.163,0.664,0,"10","Hs6st3"
"Nkain2.2",0,-2.76056079443409,0.393,0.905,0,"10","Nkain2"
"Car10",0,-2.76553580380144,0.053,0.596,0,"10","Car10"
"Ralyl",0,-2.84756123803502,0.277,0.838,0,"10","Ralyl"
"Gm26871",0,-3.068477984339,0.051,0.685,0,"10","Gm26871"
"Kcnq5.1",0,-3.07341657308303,0.058,0.556,0,"10","Kcnq5"
"Adarb2.2",0,-3.08717393022308,0.089,0.483,0,"10","Adarb2"
"Ntng1.2",0,-3.1503157825942,0.069,0.483,0,"10","Ntng1"
"Dcc",0,-3.66195519296595,0.088,0.775,0,"10","Dcc"
"Kcnip4.2",0,-4.05300950650316,0.422,0.881,0,"10","Kcnip4"
"Foxp2.2",4.56353067618301e-307,-2.04313960651562,0.038,0.339,1.70958986191168e-302,"10","Foxp2"
"Fstl5.1",6.50151339044151e-305,-1.60406261443985,0.077,0.386,2.4355969463272e-300,"10","Fstl5"
"Cdh4",3.06756854334502e-304,-1.39226825726407,0.071,0.386,1.14917252770791e-299,"10","Cdh4"
"Sox2ot",3.25533330641421e-304,-2.32935830209165,0.047,0.348,1.21951296324889e-299,"10","Sox2ot"
"Ptchd4",9.9551038328159e-301,1.0601094183154,0.56,0.318,3.72938099784949e-296,"10","Ptchd4"
"Npas3",3.98447848309879e-300,-1.83440444401233,0.205,0.504,1.49266532933847e-295,"10","Npas3"
"B230303A05Rik",2.06908842074116e-299,-1.20913710020351,0.185,0.51,7.75121904178054e-295,"10","B230303A05Rik"
"Fgf13.1",1.37797184786559e-298,0.874970958096366,0.754,0.486,5.16215813647408e-294,"10","Fgf13"
"Dok5",2.05169315490823e-298,0.789077195273073,0.296,0.106,7.68605289691721e-294,"10","Dok5"
"Gm28905",8.93778652799183e-297,-1.42097292790058,0.048,0.352,3.3482735891163e-292,"10","Gm28905"
"Tmem163.1",6.42666834098982e-296,-1.43527654518605,0.014,0.306,2.40755849390161e-291,"10","Tmem163"
"Ppp3ca",2.24154569525507e-294,-0.994443966383659,0.583,0.772,8.39727848356456e-290,"10","Ppp3ca"
"Unc13c.1",3.11692974196925e-294,0.962590787340666,0.577,0.324,1.16766421993652e-289,"10","Unc13c"
"Neto1",1.732110357698e-291,-1.44744750082839,0.041,0.339,6.48883182200826e-287,"10","Neto1"
"Grik2",9.05423411262648e-290,0.594111640902995,0.984,0.919,3.39189718327213e-285,"10","Grik2"
"Tmem132d",1.02774211370039e-288,-1.51178213736957,0.039,0.331,3.85012750634441e-284,"10","Tmem132d"
"Ncam1",3.5144519555782e-288,-0.822591662097267,0.593,0.81,1.3165839915987e-283,"10","Ncam1"
"C130073E24Rik.1",1.08298898717152e-282,0.720917196434145,0.705,0.429,4.05709334374193e-278,"10","C130073E24Rik"
"Cacna1i",3.26401363196949e-282,0.758502135504982,0.28,0.1,1.22276478680841e-277,"10","Cacna1i"
"Nbea",4.62034287594615e-282,-0.626043438543357,0.79,0.895,1.73087284818695e-277,"10","Nbea"
"Ptprm.1",6.74778428142219e-281,-1.29930903163491,0.184,0.489,2.52785494750638e-276,"10","Ptprm"
"Rerg",1.07017583887238e-280,0.848123830616655,0.364,0.153,4.00909272758373e-276,"10","Rerg"
"Kalrn.1",1.09515110686844e-279,-0.933367320069199,0.609,0.777,4.10265507655054e-275,"10","Kalrn"
"Gm45341",2.00806735452633e-279,0.645774362598376,0.775,0.496,7.52262192352653e-275,"10","Gm45341"
"Epb41",1.21846976479227e-278,0.878149263923288,0.536,0.304,4.56463143286481e-274,"10","Epb41"
"Dmd",6.81024153848239e-278,0.668055787805067,0.933,0.796,2.55125268514627e-273,"10","Dmd"
"Il1rap.1",2.80427538291437e-277,-1.4298840758226,0.03,0.313,1.05053764394738e-272,"10","Il1rap"
"Tmem178b",6.42610366742194e-277,0.572853916139755,0.918,0.818,2.40734695588961e-272,"10","Tmem178b"
"Kcnh7",1.37924620664885e-276,0.679957634162982,0.886,0.68,5.16693213934792e-272,"10","Kcnh7"
"Rmst",1.13510200739064e-274,-1.47743019892102,0.201,0.492,4.25231914008681e-270,"10","Rmst"
"Dscam",1.20258168228693e-273,-0.816395949400815,0.699,0.804,4.5051114981833e-269,"10","Dscam"
"Dpyd",9.43017324438291e-273,-1.56783542745647,0.036,0.314,3.53273150081072e-268,"10","Dpyd"
"Rora.1",2.06650877948034e-271,-0.941895571761783,0.802,0.856,7.74155518968925e-267,"10","Rora"
"Luzp2",3.26115500039481e-271,-1.4328691070419,0.157,0.463,1.22169388624791e-266,"10","Luzp2"
"Galnt13",8.26088598947483e-269,0.601021087456648,0.89,0.708,3.09469310937706e-264,"10","Galnt13"
"Fnbp1l",5.20931701349467e-267,-1.06106673675069,0.114,0.422,1.95151433959537e-262,"10","Fnbp1l"
"Ptprz1.1",4.38127552449612e-266,-1.35659653794329,0.117,0.418,1.64131343698674e-261,"10","Ptprz1"
"Nrg3",1.06176700796996e-265,-0.590585128166057,0.962,0.93,3.97759156525708e-261,"10","Nrg3"
"Slit3.2",9.36204825271132e-263,-1.438785032993,0.122,0.404,3.50721051643071e-258,"10","Slit3"
"Mkx",1.2225575362313e-262,0.801128440285174,0.349,0.148,4.57994504222968e-258,"10","Mkx"
"Robo2.1",6.3917090165647e-262,0.768784072529918,0.774,0.587,2.39446203178547e-257,"10","Robo2"
"Ryr3.2",2.59621301501446e-261,-1.27118564716892,0.344,0.6,9.72593319684719e-257,"10","Ryr3"
"Adk",3.13178369638323e-260,0.821008620402006,0.562,0.335,1.17322880833909e-255,"10","Adk"
"Slc35f3.1",1.7495652599523e-259,0.816111742488761,0.559,0.326,6.5542213768333e-255,"10","Slc35f3"
"A830018L16Rik",3.46106961755783e-259,-1.20655074711981,0.076,0.364,1.29658590012952e-254,"10","A830018L16Rik"
"Gabra3",8.44213162666476e-259,0.846445812030472,0.492,0.264,3.16259134998115e-254,"10","Gabra3"
"Arhgef3",1.10948367384805e-258,0.709233013915341,0.297,0.115,4.15634773896957e-254,"10","Arhgef3"
"Anks1b",3.1783511933156e-258,-0.683023773303445,0.936,0.932,1.19067392403989e-253,"10","Anks1b"
"Cadm1.1",1.02504045118374e-257,-0.826137231055636,0.525,0.761,3.84000653822454e-253,"10","Cadm1"
"Flrt2",5.81521600426908e-256,0.846208771167436,0.54,0.311,2.17849621951928e-251,"10","Flrt2"
"Nkain3",1.42750749596345e-255,-1.42877246544036,0.139,0.425,5.34772858137828e-251,"10","Nkain3"
"Kcnc1",4.03157372376168e-252,0.840913603939047,0.429,0.216,1.5103081483956e-247,"10","Kcnc1"
"Fras1.2",6.08138794077864e-246,-1.42360571457977,0.023,0.279,2.27820955037449e-241,"10","Fras1"
"Gap43",4.26932901449245e-243,-0.973584610637369,0.081,0.365,1.59937603540916e-238,"10","Gap43"
"Lingo2",2.57813465022359e-240,-0.810057891647833,0.856,0.854,9.65820802666759e-236,"10","Lingo2"
"Atp8a1",2.21987483972421e-239,-1.04711337195365,0.259,0.533,8.31609512457485e-235,"10","Atp8a1"
"Fstl4",1.8190694162779e-237,-1.33259870653454,0.113,0.38,6.81459784726026e-233,"10","Fstl4"
"Tcf7l2.2",3.68434090512535e-236,-1.48292875572207,0.014,0.259,1.38022778987806e-231,"10","Tcf7l2"
"Ntrk2",2.28996923420894e-235,0.556090554932273,0.841,0.701,8.57868274519352e-231,"10","Ntrk2"
"Slc8a1",2.67781489149991e-235,0.555124417352685,0.891,0.775,1.0031630146537e-230,"10","Slc8a1"
"Ildr2.2",1.31814731764312e-233,-1.16951437959171,0.051,0.31,4.93804348135466e-229,"10","Ildr2"
"Sash1",2.0806279833553e-233,-1.09269604229415,0.016,0.261,7.79444855124564e-229,"10","Sash1"
"Sh3kbp1",2.54311241810353e-233,0.823425235893912,0.604,0.393,9.52700774069946e-229,"10","Sh3kbp1"
"Rims2",8.74443817634625e-233,-0.638317939556798,0.828,0.877,3.27584142962283e-228,"10","Rims2"
"Tafa2",7.02307413204621e-232,-1.2040084981663,0.178,0.458,2.63098403134715e-227,"10","Tafa2"
"Thsd7b.1",3.01743126161091e-230,-1.50691204835376,0.124,0.389,1.13039009922468e-225,"10","Thsd7b"
"Tdrd3",9.91615650443937e-230,0.807623991552216,0.379,0.183,3.71479054969308e-225,"10","Tdrd3"
"Gab2",1.19894311049089e-228,0.761678080907188,0.565,0.345,4.49148068052097e-224,"10","Gab2"
"Pde4b.2",1.44989549903686e-228,-1.40979111800954,0.613,0.742,5.4315985184919e-224,"10","Pde4b"
"Tafa1",2.29946269020255e-226,-1.93461888627596,0.035,0.278,8.61424713003679e-222,"10","Tafa1"
"Cdh10",6.49807747059774e-225,-1.0402239568009,0.253,0.518,2.43430978203533e-220,"10","Cdh10"
"Grm5",9.42001797324624e-225,-0.76093012735044,0.743,0.844,3.52892713313751e-220,"10","Grm5"
"Ldb2",4.73821719443751e-223,-1.19773747279848,0.095,0.354,1.77503092538018e-218,"10","Ldb2"
"Pde1a",1.90114473077469e-222,-1.41079154325951,0.101,0.36,7.12206839042814e-218,"10","Pde1a"
"Kcnh5",1.30513937923488e-221,-1.0735638284007,0.019,0.256,4.88931314248971e-217,"10","Kcnh5"
"Iqschfp.1",2.43706991279532e-221,-1.4995477665532,0.374,0.574,9.12975130731382e-217,"10","Iqschfp"
"Srgap2",9.60299047806624e-219,0.669968525982691,0.702,0.511,3.59747229289318e-214,"10","Srgap2"
"Prkg1",2.71701672406108e-218,0.650302959251657,0.882,0.671,1.01784880516776e-213,"10","Prkg1"
"Rtl4",2.12717142970658e-217,-1.03391679170764,0.146,0.421,7.96880960996678e-213,"10","Rtl4"
"Clmn.1",3.75170705617923e-217,-1.13594787569982,0.033,0.272,1.40546449738586e-212,"10","Clmn"
"Plekhg1.1",4.24469015977453e-215,-1.73270449226507,0.024,0.254,1.59014582765473e-210,"10","Plekhg1"
"Fut9",9.44251582439073e-215,0.679302243856477,0.73,0.539,3.53735527813325e-210,"10","Fut9"
"Ppm1e",4.69890011204637e-214,0.689111093931414,0.709,0.529,1.76030195997481e-209,"10","Ppm1e"
"Efr3a",3.46267401513154e-213,0.790759619559997,0.418,0.222,1.29718693954858e-208,"10","Efr3a"
"Gabra1",3.10083391446736e-212,-0.926683508257671,0.043,0.288,1.16163440103776e-207,"10","Gabra1"
"Phtf2",2.76894147551264e-209,0.776391504500753,0.444,0.248,1.03730085555654e-204,"10","Phtf2"
"Atp8a2",2.62397989045724e-207,0.710082383502418,0.695,0.526,9.82995346563092e-203,"10","Atp8a2"
"Me3",1.30243121807502e-206,0.66110496324638,0.495,0.274,4.87916782915262e-202,"10","Me3"
"A830082K12Rik",1.67589131988769e-205,0.787435768825279,0.406,0.212,6.27822406256326e-201,"10","A830082K12Rik"
"Gpm6b.1",5.15676897549735e-203,-1.26720342152084,0.102,0.345,1.93182879360082e-198,"10","Gpm6b"
"Galnt17.1",2.17096657978146e-202,0.618295873714243,0.733,0.518,8.1328750011773e-198,"10","Galnt17"
"Prr16",2.49834680302787e-202,-1.14386398135184,0.184,0.437,9.359306793503e-198,"10","Prr16"
"Cobl",3.32985574324302e-202,-0.949465204754687,0.082,0.328,1.2474305585337e-197,"10","Cobl"
"Cntnap2",3.5084021460288e-202,-0.739658117764559,0.972,0.922,1.31431761194531e-197,"10","Cntnap2"
"Rhbdl3",7.676745417989e-201,0.616766352378979,0.261,0.105,2.87586236848704e-196,"10","Rhbdl3"
"Cntn1",3.41973001457963e-199,0.539718025678596,0.878,0.765,1.28109925806182e-194,"10","Cntn1"
"Tmeff2.2",2.22069587349472e-197,-1.15495650529016,0.517,0.705,8.31917088128593e-193,"10","Tmeff2"
"St8sia1",4.61449620563319e-197,0.712575299999707,0.355,0.175,1.72868256855431e-192,"10","St8sia1"
"Olfm3",5.9794749454568e-195,0.630971611992345,0.683,0.476,2.24003090406703e-190,"10","Olfm3"
"Grik4",1.1943800345729e-193,-0.990704733310515,0.089,0.327,4.47438648551701e-189,"10","Grik4"
"Dtnbp1",1.37091062809255e-193,0.687076850395374,0.279,0.121,5.13570539496031e-189,"10","Dtnbp1"
"Rfx3",1.78574702803041e-193,-0.983999187153402,0.263,0.503,6.68976551640753e-189,"10","Rfx3"
"Chsy3",2.11001517840465e-193,0.955256620050831,0.61,0.43,7.9045388613395e-189,"10","Chsy3"
"Tox3",7.93570160833215e-193,-1.00586399176985,0.03,0.251,2.97287253651339e-188,"10","Tox3"
"Cdk14.1",1.57239764208935e-192,0.618005393666866,0.714,0.532,5.89051604679512e-188,"10","Cdk14"
"Pam",2.97933975829843e-192,-0.947839005519606,0.28,0.522,1.11612026025376e-187,"10","Pam"
"Grin3a",2.05377514688551e-191,0.644268706065093,0.592,0.371,7.69385245526251e-187,"10","Grin3a"
"Gpc5.1",2.20630448267824e-190,-2.1918853041228,0.11,0.338,8.26525785300924e-186,"10","Gpc5"
"Ppm1h",2.30979807567291e-190,0.743196368549599,0.604,0.418,8.65296555108585e-186,"10","Ppm1h"
"Htr2c",2.35339819025956e-190,-1.20304823426303,0.129,0.379,8.81630030035038e-186,"10","Htr2c"
"5730522E02Rik",1.12500793674523e-189,-1.05121869430751,0.185,0.428,4.21450473263499e-185,"10","5730522E02Rik"
