"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ntng1.46",1.97154345907328e-44,-1.92398320379071,0.218,0.474,7.38579610638033e-40,"56","Ntng1"
"Csrnp3.4",4.08072375389815e-44,-0.773181334923098,0.257,0.564,1.52872073268532e-39,"56","Csrnp3"
"Syne1.9",5.59264286609884e-44,-0.638007485659929,0.516,0.809,2.09511587049795e-39,"56","Syne1"
"Adgrl3.9",5.63738772592855e-44,-0.597795838178067,0.634,0.906,2.11187818988735e-39,"56","Adgrl3"
"Scn8a.4",1.24391854819463e-43,-0.823893210421922,0.223,0.519,4.65996766524671e-39,"56","Scn8a"
"Ppp2r2b.9",2.15762290100761e-43,-0.607601429571312,0.478,0.803,8.0828869117547e-39,"56","Ppp2r2b"
"Nol4.7",2.19659156619835e-43,-0.833369379523174,0.26,0.553,8.22887132529225e-39,"56","Nol4"
"Cacna2d1.28",2.44074838240772e-43,-0.925655395069157,0.299,0.596,9.14353159017581e-39,"56","Cacna2d1"
"Tmtc1.9",3.10742503371441e-43,1.42149391761881,0.463,0.288,1.16410356613009e-38,"56","Tmtc1"
"Map1b.6",3.96087066492225e-43,-0.650324219568222,0.279,0.595,1.48382136849317e-38,"56","Map1b"
"Sorbs2.16",9.67029803946908e-43,-0.702647197993037,0.374,0.675,3.62268705154591e-38,"56","Sorbs2"
"Grip1.23",1.20257631039982e-42,-0.689552760411132,0.452,0.771,4.50509137401979e-38,"56","Grip1"
"Qk.44",1.91320916005287e-42,0.889779086897401,0.618,0.433,7.16726415539007e-38,"56","Qk"
"Epha5.25",7.91033075005375e-42,-0.871183937353038,0.301,0.601,2.96336810558514e-37,"56","Epha5"
"Clvs1.11",1.02399748051299e-41,-0.879104504475637,0.17,0.445,3.83609936149777e-37,"56","Clvs1"
"Dmd.20",1.2844889376514e-41,-0.720236378521756,0.536,0.8,4.81195245822967e-37,"56","Dmd"
"Ksr2.8",2.54828390539364e-41,-0.807741838446163,0.209,0.495,9.54638116638567e-37,"56","Ksr2"
"Map2.10",3.04672825350842e-41,-0.631188636635972,0.466,0.788,1.14136533832932e-36,"56","Map2"
"Tmem178b.9",3.20305018658316e-41,-0.63179338639155,0.508,0.822,1.19992666089778e-36,"56","Tmem178b"
"Gria1.28",4.15256753082805e-41,-0.717166362911559,0.408,0.708,1.5556348483988e-36,"56","Gria1"
"Epb41l2.2",4.70183351439677e-41,1.10327835593933,0.29,0.13,1.76140087116332e-36,"56","Epb41l2"
"Myo5a.4",1.00261272818811e-40,-0.717610302115379,0.308,0.602,3.75598780233829e-36,"56","Myo5a"
"Osbpl6.7",1.34393424304887e-40,-0.726940943682326,0.251,0.548,5.03464646130967e-36,"56","Osbpl6"
"Cntn6.21",1.78573560022566e-40,-0.967285700381766,0.206,0.479,6.68972270556535e-36,"56","Cntn6"
"Camk2a.19",1.88522567414331e-40,-0.857230692582632,0.204,0.479,7.06243242047569e-36,"56","Camk2a"
"Dync1i1.8",2.26770635132344e-40,-0.734014874812906,0.273,0.561,8.49528153332786e-36,"56","Dync1i1"
"Gpcpd1.5",3.04881455890969e-40,1.56908768142191,0.463,0.301,1.14214691005875e-35,"56","Gpcpd1"
"Elavl2.22",3.29909112294363e-40,-0.92141748257671,0.182,0.455,1.23590551647714e-35,"56","Elavl2"
"Adam23.6",4.61918549892689e-40,-0.798976556117757,0.251,0.53,1.73043927160799e-35,"56","Adam23"
"Clstn2.24",5.93844722667201e-40,-0.938479486320917,0.229,0.505,2.22466110005587e-35,"56","Clstn2"
"Nxph1.37",6.2578120231016e-40,-1.36271656149421,0.246,0.5,2.34430154009432e-35,"56","Nxph1"
"Khdrbs2.21",9.63300898006342e-40,-0.894721227630575,0.246,0.527,3.60871782411136e-35,"56","Khdrbs2"
"Tmem108.22",1.06720379441738e-39,-0.969792927515668,0.193,0.467,3.99795885464639e-35,"56","Tmem108"
"Pde10a.26",1.3180393419705e-39,-0.65599145804773,0.433,0.723,4.93763898288989e-35,"56","Pde10a"
"Car10.29",1.44327770695464e-39,-0.909006730740659,0.304,0.584,5.40680694579347e-35,"56","Car10"
"Rbfox3.14",1.68893346963688e-39,-0.815478115146364,0.196,0.474,6.32708256395367e-35,"56","Rbfox3"
"Samd5.24",1.92023206874975e-39,-0.8861817493321,0.178,0.442,7.19357337595032e-35,"56","Samd5"
"Cacna2d3.34",3.14634663324531e-39,-0.935991453700592,0.327,0.602,1.17868437574636e-34,"56","Cacna2d3"
"Hlf.4",4.21031009511967e-39,1.3755319207522,0.299,0.142,1.57726636783373e-34,"56","Hlf"
"Cntnap5a.26",5.05726564701169e-39,-0.909130013091646,0.318,0.601,1.89455285668352e-34,"56","Cntnap5a"
"Fmnl2.11",5.85587181197929e-39,1.03804050439439,0.631,0.486,2.19372669820368e-34,"56","Fmnl2"
"Syn2.14",6.26780638007221e-39,-0.752088767842136,0.296,0.58,2.34804562610265e-34,"56","Syn2"
"Tcf12.12",7.77705250092427e-39,0.952765660650286,0.646,0.534,2.91343940789625e-34,"56","Tcf12"
"Galntl6.29",8.81660699705112e-39,-1.04891593549186,0.424,0.692,3.30287731323529e-34,"56","Galntl6"
"Olfm3.19",9.96867513299094e-39,-0.908814889565043,0.204,0.482,3.73446507832107e-34,"56","Olfm3"
"Srrm4.21",1.60373117830033e-38,-0.998421031476102,0.118,0.364,6.00789774014869e-34,"56","Srrm4"
"Otud7a.6",3.44863788254411e-38,-0.637011735288108,0.352,0.65,1.29192872355868e-33,"56","Otud7a"
"Ntm.25",3.96957816149041e-38,-0.60147209936544,0.528,0.814,1.48708337085754e-33,"56","Ntm"
"Cttnbp2.31",5.00334904109489e-38,-0.803791569632892,0.249,0.521,1.87435461777497e-33,"56","Cttnbp2"
"D430041D05Rik.15",5.4055838606949e-38,-0.894492808196946,0.199,0.461,2.02503982589352e-33,"56","D430041D05Rik"
"Brinp3.24",2.1812742627814e-37,-0.831769619595466,0.358,0.635,8.17148964323168e-33,"56","Brinp3"
"Ddx5.10",2.71162441244263e-37,1.08902013395283,0.65,0.552,1.01582873738926e-32,"56","Ddx5"
"Arhgap6.6",2.92752665118463e-37,1.07672729643217,0.358,0.184,1.09671003406679e-32,"56","Arhgap6"
"Nrcam.9",4.81324861173323e-37,-0.657386838963951,0.357,0.641,1.8031391949275e-32,"56","Nrcam"
"Camta1.9",8.10643657412513e-37,-0.560439028603636,0.52,0.782,3.03683326939876e-32,"56","Camta1"
"Spock1.15",1.0611939446654e-36,-0.754196719257523,0.329,0.605,3.97544475550553e-32,"56","Spock1"
"Adam22.2",2.61365532915103e-36,-0.620534016008751,0.335,0.635,9.79127559406558e-32,"56","Adam22"
"Pde4dip.1",3.9101945929977e-36,-0.650343204884093,0.291,0.572,1.4648370984288e-31,"56","Pde4dip"
"March1.25",4.17171512654979e-36,-0.850052035466396,0.396,0.661,1.56280792070808e-31,"56","March1"
"Arfgef3.6",9.70528496370828e-36,-0.785119082192221,0.173,0.427,3.6357938531044e-31,"56","Arfgef3"
"Trim9.12",2.86486024248401e-35,-0.66784926068091,0.263,0.537,1.07323394403936e-30,"56","Trim9"
"Akap13.6",2.87221969885021e-35,1.16825993660562,0.377,0.217,1.07599094358327e-30,"56","Akap13"
"Apba1.10",3.30146668270039e-35,-0.699819813674742,0.293,0.567,1.23679544867322e-30,"56","Apba1"
"Pdzrn4.26",3.36924569931507e-35,-0.995663976872032,0.234,0.484,1.26218682387741e-30,"56","Pdzrn4"
"Gm20754.36",5.68215759851577e-35,-1.09932689014368,0.16,0.404,2.12864987955598e-30,"56","Gm20754"
"Med12l.5",7.0704462713359e-35,-0.648883697875901,0.248,0.524,2.64873058216785e-30,"56","Med12l"
"Cmss1",7.54198021156903e-35,1.48741609928493,0.579,0.466,2.82537662685799e-30,"56","Cmss1"
"Cnksr2.30",7.80894875003479e-35,-0.843583228940066,0.196,0.454,2.92538838073803e-30,"56","Cnksr2"
"Slc12a2.5",8.39652150986037e-35,1.23020915614255,0.403,0.238,3.14550488802389e-30,"56","Slc12a2"
"B230303A05Rik.18",1.07673141472145e-34,-0.778820204291002,0.241,0.502,4.03365122582948e-30,"56","B230303A05Rik"
"Fam135b.17",1.8316396058417e-34,-0.873795228111601,0.187,0.43,6.86168829140416e-30,"56","Fam135b"
"Adarb1.33",2.02673488381986e-34,-0.83374622245779,0.136,0.376,7.59255422176596e-30,"56","Adarb1"
"Fam189a1.14",2.18916513208005e-34,-0.768800857580724,0.206,0.459,8.20105041779829e-30,"56","Fam189a1"
"Kcnab1.33",2.80489004075485e-34,-0.878187906411687,0.182,0.437,1.05076790706758e-29,"56","Kcnab1"
"Gm1043.9",4.08256506335678e-34,-0.774242717996801,0.15,0.389,1.52941052403472e-29,"56","Gm1043"
"Sez6l.12",4.33456556804854e-34,-0.815542887821768,0.154,0.394,1.62381495310235e-29,"56","Sez6l"
"Unc5d.33",5.03672401448945e-34,-0.843157422190027,0.319,0.588,1.88685755030804e-29,"56","Unc5d"
"Gls.6",1.24079006326721e-33,-0.589220869605673,0.383,0.667,4.64824773501162e-29,"56","Gls"
"Gpm6a.9",1.31554197848678e-33,-0.620830562674884,0.335,0.609,4.92828335980717e-29,"56","Gpm6a"
"Kirrel3.30",1.33670493284346e-33,-0.936465949981566,0.452,0.701,5.00756401941816e-29,"56","Kirrel3"
"Fat3.12",1.34381887762913e-33,-0.637929509988281,0.35,0.632,5.03421427937426e-29,"56","Fat3"
"Sorcs3.18",1.35070692011986e-33,-0.863864881876558,0.248,0.501,5.06001826415303e-29,"56","Sorcs3"
"Fut9.8",1.41668530231368e-33,-0.641980886520106,0.268,0.545,5.30718647952752e-29,"56","Fut9"
"Vsnl1.9",1.80647426419823e-33,-0.750590162965572,0.178,0.423,6.76741388853941e-29,"56","Vsnl1"
"Cntn3.19",1.84559548630676e-33,-0.697426984417709,0.296,0.561,6.91396981080237e-29,"56","Cntn3"
"Ptpn5.11",2.27513566228341e-33,-0.814481944207344,0.145,0.379,8.52311321804612e-29,"56","Ptpn5"
"Tanc2.7",3.24945371666246e-33,-0.518712510128559,0.531,0.817,1.21731035133609e-28,"56","Tanc2"
"Lpp.4",3.52078684210981e-33,1.18068853658923,0.4,0.244,1.31895716679118e-28,"56","Lpp"
"Jazf1.7",3.63872317154883e-33,-0.661041952488617,0.259,0.525,1.36313847452562e-28,"56","Jazf1"
"Plxna4.13",3.72212449819228e-33,-0.69171180771089,0.277,0.536,1.39438227951279e-28,"56","Plxna4"
"Rtn1.10",4.6193523863508e-33,-0.612150129208058,0.343,0.626,1.73050179097474e-28,"56","Rtn1"
"Rnf150.10",4.72719761113806e-33,-0.725164746151886,0.206,0.459,1.77090276908454e-28,"56","Rnf150"
"Camk2b.7",5.21763976832108e-33,-0.71602247812185,0.196,0.443,1.95463221000844e-28,"56","Camk2b"
"Tafa2.28",6.25508885899478e-33,-0.993787941420614,0.209,0.452,2.34328138835662e-28,"56","Tafa2"
"Sptbn4.6",6.51364494691267e-33,-0.726514999293496,0.17,0.41,2.44014167001243e-28,"56","Sptbn4"
"Scn3a.7",8.63172906173985e-33,-0.800239099250186,0.19,0.427,3.23361834110898e-28,"56","Scn3a"
"Tmem132b.11",9.49281820060098e-33,-0.682326541607657,0.204,0.461,3.55619955430914e-28,"56","Tmem132b"
"Gabra4.44",1.75465053930754e-32,-1.03931379139924,0.112,0.332,6.57327185035391e-28,"56","Gabra4"
"Mir124a-1hg.18",2.00869045628172e-32,-0.778308625100334,0.137,0.37,7.52495618732257e-28,"56","Mir124a-1hg"
"Maml2.24",2.21450904911601e-32,1.0776838429452,0.422,0.252,8.29599379979841e-28,"56","Maml2"
"Esrrg.23",2.3878861754916e-32,-0.847632740299912,0.196,0.441,8.94549919062662e-28,"56","Esrrg"
"Pcdh15.32",3.07998276513944e-32,-0.857497880495128,0.41,0.667,1.15382314347654e-27,"56","Pcdh15"
"Foxn3.7",3.09082564700451e-32,1.1379393673717,0.548,0.414,1.15788510388083e-27,"56","Foxn3"
"Adarb2.37",4.06764815810223e-32,-1.39494574076209,0.251,0.474,1.52382235298826e-27,"56","Adarb2"
"Baz2b.8",4.16363026541509e-32,0.87604740543156,0.643,0.545,1.5597791700298e-27,"56","Baz2b"
"Atp2b1.43",4.42321485797754e-32,-0.851682327520281,0.344,0.59,1.65702475009555e-27,"56","Atp2b1"
"Kcnj6.15",7.13442117464199e-32,-0.798924960672046,0.117,0.34,2.67269686044438e-27,"56","Kcnj6"
"A230057D06Rik.13",7.59153032080498e-32,-0.515554828458159,0.531,0.827,2.84393908877996e-27,"56","A230057D06Rik"
"Robo1.26",7.64406684602746e-32,-0.692070722186964,0.688,0.838,2.86362032185881e-27,"56","Robo1"
"Gabra2.24",8.23997374852661e-32,-0.710348219980589,0.287,0.549,3.08685896567304e-27,"56","Gabra2"
"Ryr2.25",8.33512103120698e-32,-0.780177219516997,0.319,0.56,3.12250304071076e-27,"56","Ryr2"
"Ahi1.27",9.98710465741003e-32,-0.649990769559213,0.33,0.602,3.74136914675894e-27,"56","Ahi1"
"Unc5c.21",1.3634656665405e-31,-0.563999975295473,0.526,0.773,5.10781507999402e-27,"56","Unc5c"
"Amph.5",1.46253234057141e-31,-0.583972375930443,0.276,0.54,5.47893865424863e-27,"56","Amph"
"Susd6",1.47832718200469e-31,1.19157537623387,0.347,0.201,5.53810928922595e-27,"56","Susd6"
"Shank2.7",1.67319551271322e-31,-0.756866398923097,0.145,0.374,6.26812502972627e-27,"56","Shank2"
"Khdrbs3.18",1.7110963092728e-31,-0.800611141616838,0.167,0.402,6.41010899379778e-27,"56","Khdrbs3"
"Mctp1.21",1.76954432736893e-31,-0.893301529056861,0.218,0.449,6.6290669591895e-27,"56","Mctp1"
"Vav3.50",1.9903856383345e-31,-1.50411062121403,0.111,0.319,7.45638267832871e-27,"56","Vav3"
"Dlgap2.30",3.61565824734444e-31,-0.843011569257885,0.296,0.536,1.35449789262018e-26,"56","Dlgap2"
"Wnk2.9",3.89331512284502e-31,-0.678393256260314,0.146,0.381,1.4585137113202e-26,"56","Wnk2"
"Nebl.17",4.47463503377744e-31,0.901742695469947,0.643,0.554,1.67628777635371e-26,"56","Nebl"
"Dner.9",5.56314308128679e-31,-0.751033484052002,0.195,0.429,2.08406466111166e-26,"56","Dner"
"Cntnap5b.25",6.25265350252601e-31,-0.81611316528721,0.215,0.455,2.34236905511629e-26,"56","Cntnap5b"
"Trank1.12",6.85244021355848e-31,-0.691683117648748,0.185,0.428,2.56706115280328e-26,"56","Trank1"
"Kif5c.5",1.46145019223321e-30,-0.667879936842199,0.185,0.423,5.47488471014404e-26,"56","Kif5c"
"Fstl4.31",1.70949167333957e-30,-0.915636040879404,0.151,0.374,6.40409770666469e-26,"56","Fstl4"
"Lrrfip1.3",1.98027172611122e-30,-0.706920094622404,0.162,0.388,7.41849394035786e-26,"56","Lrrfip1"
"Vwc2l.24",2.0346367710457e-30,-0.915428600672948,0.104,0.318,7.6221562716914e-26,"56","Vwc2l"
"Iqschfp.26",2.1534728412414e-30,-0.868223032379691,0.332,0.57,8.06733995785854e-26,"56","Iqschfp"
"Nptn.8",2.53531419353831e-30,-0.543079232142578,0.374,0.647,9.49779403183323e-26,"56","Nptn"
"Snrpn.8",3.89520602978408e-30,-0.615205072779333,0.248,0.495,1.45922208287771e-25,"56","Snrpn"
"Foxp2.39",4.91586130863721e-30,1.14122030927503,0.498,0.331,1.84157996344167e-25,"56","Foxp2"
"Stau2.4",5.39696867688101e-30,-0.564855026583419,0.285,0.549,2.02181240573316e-25,"56","Stau2"
"Srrm3.5",6.13856169270643e-30,-0.69813949715096,0.146,0.372,2.29962798132168e-25,"56","Srrm3"
"Oxr1.22",6.23737445645936e-30,-0.620750379620547,0.421,0.664,2.3366452188788e-25,"56","Oxr1"
"Slc8a3.6",6.49171885226945e-30,-0.588655273252754,0.235,0.488,2.43192771643718e-25,"56","Slc8a3"
"Elavl3.2",7.65842697245335e-30,-0.646139579122779,0.209,0.441,2.86899991242047e-25,"56","Elavl3"
"Kcnn2.15",1.41177536080885e-29,-0.718133353616202,0.224,0.462,5.28879285666213e-25,"56","Kcnn2"
"Ica1.5",1.57795269235652e-29,-0.667083303636387,0.202,0.434,5.91132637610601e-25,"56","Ica1"
"Cacna1e.27",1.98468326729962e-29,-0.71864055890093,0.321,0.565,7.43502045595783e-25,"56","Cacna1e"
"Cntnap5c.21",6.30254874415681e-29,-0.92693785323737,0.173,0.391,2.36106081053602e-24,"56","Cntnap5c"
"Adcy8.21",6.48109255335821e-29,-0.776234067260861,0.145,0.363,2.42794689233905e-24,"56","Adcy8"
"Robo2.26",9.63542488704514e-29,-0.688581452944175,0.343,0.593,3.60962287118485e-24,"56","Robo2"
"Gm32647.31",9.81273189382449e-29,-1.31289443122633,0.136,0.347,3.67604562206453e-24,"56","Gm32647"
"Reep1.5",1.34391761169506e-28,-0.661479885447546,0.145,0.361,5.03458415693204e-24,"56","Reep1"
"Klhl29.17",2.45920712485427e-28,-0.646141435926043,0.293,0.544,9.21268173112908e-24,"56","Klhl29"
"Rimbp2.11",2.66983411557732e-28,-0.679227027600457,0.179,0.407,1.00017325637758e-23,"56","Rimbp2"
"Nyap2.8",3.23305422105092e-28,-0.763659840714395,0.19,0.414,1.2111667722901e-23,"56","Nyap2"
"Hook1.6",3.50376280173316e-28,-0.680321623565958,0.115,0.323,1.31257962078528e-23,"56","Hook1"
"Cdh2.10",3.61260763277818e-28,-0.566462177823497,0.304,0.563,1.35335507139136e-23,"56","Cdh2"
"Pde1a.25",4.12474848366034e-28,0.880060176011677,0.52,0.353,1.54521327694884e-23,"56","Pde1a"
"Cadm1.19",4.37984286534755e-28,-0.563137982376698,0.505,0.756,1.6407767342165e-23,"56","Cadm1"
"Csmd2.19",4.47630932014428e-28,-0.680332574006614,0.283,0.516,1.67691499751245e-23,"56","Csmd2"
"Syt16.10",5.11960716276228e-28,-0.769268853957582,0.15,0.359,1.91790723531401e-23,"56","Syt16"
"Fgf13.31",6.06279144424518e-28,-0.754494020137796,0.26,0.494,2.27124293084313e-23,"56","Fgf13"
"Ncald.15",8.4365708422742e-28,-0.641272763676183,0.24,0.478,3.16050816893276e-23,"56","Ncald"
"Elavl4.13",9.16777002226288e-28,-0.775341893182687,0.151,0.357,3.43443000574012e-23,"56","Elavl4"
"Nos1ap.15",9.64742625823145e-28,-0.711572654161522,0.148,0.365,3.61411882485867e-23,"56","Nos1ap"
"Brinp2.11",1.06390813597491e-27,-0.742088999365907,0.106,0.308,3.9856126589892e-23,"56","Brinp2"
"Gm45341.26",1.24957407760628e-27,-0.708320359087132,0.268,0.505,4.68115440952864e-23,"56","Gm45341"
"Kcnd3.18",1.2535970170843e-27,-0.65017579598062,0.192,0.422,4.69622514540122e-23,"56","Kcnd3"
"Enah.11",1.26224598523397e-27,-0.542165587117723,0.299,0.551,4.72862590988351e-23,"56","Enah"
"Nedd4.1",1.2900940298398e-27,1.02019997519916,0.579,0.49,4.83295025458587e-23,"56","Nedd4"
"Hivep3.10",1.46790892578822e-27,-0.5354703973519,0.28,0.527,5.49908041778784e-23,"56","Hivep3"
"Prkce.16",1.83933761685852e-27,-0.546109512212458,0.436,0.7,6.89052658027537e-23,"56","Prkce"
"Bmerb1.3",2.9709615277857e-27,-0.65376565049975,0.121,0.332,1.11298160753908e-22,"56","Bmerb1"
"Stk39.4",3.17427955156574e-27,1.79860432728185,0.516,0.413,1.18914860560756e-22,"56","Stk39"
"Dclk2.4",5.69304964924225e-27,-0.684585898612961,0.148,0.354,2.13273025959913e-22,"56","Dclk2"
"Xkr6.19",6.26213802386926e-27,-0.629678718463087,0.279,0.504,2.3459221465019e-22,"56","Xkr6"
"Rasgef1b.19",7.37643208027933e-27,-0.631159068606459,0.22,0.448,2.76335898591424e-22,"56","Rasgef1b"
"Kif1a.1",8.23520586241003e-27,-0.594518075296262,0.137,0.35,3.08507282017604e-22,"56","Kif1a"
"Hcn1.28",9.1128476108318e-27,-0.947355523877194,0.218,0.424,3.41385497196981e-22,"56","Hcn1"
"Gabrg2.8",1.03515935110774e-26,-0.685157261039928,0.123,0.328,3.8779139611198e-22,"56","Gabrg2"
"9530059O14Rik.20",1.10651861795121e-26,-0.713044540105273,0.16,0.373,4.14524004656881e-22,"56","9530059O14Rik"
"Syt7.29",1.17369450782369e-26,-0.717289858251386,0.1,0.295,4.39689436520911e-22,"56","Syt7"
"Pacsin1.6",1.20038085063964e-26,-0.631817301748256,0.184,0.401,4.4968667426662e-22,"56","Pacsin1"
"Grin3a.16",1.65304189816706e-26,-0.729338804522169,0.16,0.377,6.19262555891343e-22,"56","Grin3a"
"Adgrb1.14",1.66974893658543e-26,-0.667144314851179,0.151,0.361,6.25521346623633e-22,"56","Adgrb1"
"Gm44560.6",1.745058201205e-26,-0.687116067344317,0.137,0.34,6.53733703335419e-22,"56","Gm44560"
"Ptpn4.46",2.04106382614463e-26,-0.899892709932982,0.266,0.478,7.646233305503e-22,"56","Ptpn4"
"Hs3st5.20",2.13511586227502e-26,-0.817536092694292,0.167,0.377,7.99857104325467e-22,"56","Hs3st5"
"Ppp1r9a.14",2.27344577566166e-26,-0.554268906007002,0.322,0.561,8.5167825647837e-22,"56","Ppp1r9a"
"Syndig1.16",3.50264960282397e-26,-0.705962341555508,0.083,0.271,1.31216259420992e-21,"56","Syndig1"
"Fhod3.11",3.893083623608e-26,-0.694099268571386,0.136,0.337,1.45842698707603e-21,"56","Fhod3"
"Hs3st4.30",4.75769538399635e-26,-1.20834621631521,0.223,0.423,1.78232784475271e-21,"56","Hs3st4"
"Grik1.20",5.48681720108397e-26,-0.728198252993229,0.232,0.453,2.05547145987008e-21,"56","Grik1"
"Prkag2.14",6.23653648076403e-26,1.53988709646987,0.427,0.308,2.33633129642382e-21,"56","Prkag2"
"Sybu.3",1.05095256211518e-25,-0.581202526137999,0.198,0.419,3.93707848819589e-21,"56","Sybu"
"Sparcl1.2",1.35956060899187e-25,1.17459028760984,0.252,0.131,5.09318595340534e-21,"56","Sparcl1"
"Grin1.7",1.42053842711021e-25,-0.618840842243324,0.148,0.357,5.32162105564027e-21,"56","Grin1"
"C530008M17Rik.10",2.10430141423216e-25,-0.621177587810356,0.195,0.413,7.8831339579965e-21,"56","C530008M17Rik"
"Camk4.18",2.39165533100632e-25,-0.762477796713898,0.181,0.389,8.95961920101589e-21,"56","Camk4"
"Rgs17.6",2.69162728287898e-25,-0.649633273808474,0.192,0.401,1.00833741271212e-20,"56","Rgs17"
"Cdh13.20",3.58250100169249e-25,-0.723254323398036,0.293,0.518,1.34207652525404e-20,"56","Cdh13"
"Atp1a3.7",3.6996626804827e-25,-0.622808212327956,0.137,0.336,1.38596763336243e-20,"56","Atp1a3"
"Mtus2.9",4.59959396028651e-25,-0.619172335002555,0.188,0.401,1.72309988940253e-20,"56","Mtus2"
"Eml5.12",7.00533970408257e-25,-0.576600133530301,0.257,0.482,2.62434035994341e-20,"56","Eml5"
"Frmpd4.24",8.99535842979708e-25,-0.547352582513411,0.475,0.701,3.36984117497058e-20,"56","Frmpd4"
"Sptbn1.3",9.23728690115824e-25,1.00634130299693,0.682,0.654,3.4604724189119e-20,"56","Sptbn1"
"Zfhx3.29",9.63397845573559e-25,-0.64425921304024,0.368,0.591,3.60908100908767e-20,"56","Zfhx3"
"Gm37899.5",2.11694825884229e-24,-0.657719681113913,0.157,0.353,7.930511567275e-20,"56","Gm37899"
"Tox.34",3.5464843105771e-24,-0.847588882981263,0.193,0.388,1.32858395242839e-19,"56","Tox"
"Nrg2.5",3.69966213149627e-24,-0.551904951454311,0.192,0.4,1.38596742770113e-19,"56","Nrg2"
"Hmgcll1.4",4.14820157553185e-24,-0.586369046974344,0.178,0.381,1.55399927422574e-19,"56","Hmgcll1"
"R3hdm1.7",4.48605004152788e-24,-0.502538811577075,0.433,0.68,1.68056406655718e-19,"56","R3hdm1"
"Epb41l4b.10",4.61481608740966e-24,-0.56753935006637,0.171,0.375,1.72880240266541e-19,"56","Epb41l4b"
"Enox1.13",4.7741799567917e-24,-0.513927160326768,0.402,0.65,1.78850329541331e-19,"56","Enox1"
"Zfp804b.29",6.45740137915583e-24,-0.959326113496305,0.274,0.478,2.41907170465936e-19,"56","Zfp804b"
"Ptprn.6",7.1746432318853e-24,-0.641071921461834,0.118,0.304,2.68776484752887e-19,"56","Ptprn"
"Scg5.4",7.70174907101009e-24,-0.588653621974177,0.137,0.335,2.8852292369818e-19,"56","Scg5"
"Zdhhc14.17",8.5039901988272e-24,-0.535208389510335,0.226,0.447,3.18576480828465e-19,"56","Zdhhc14"
"Arhgap44.6",9.18667315423467e-24,-0.513758995326225,0.204,0.415,3.44151149703939e-19,"56","Arhgap44"
"Arhgef9.5",9.36317926047165e-24,-0.574609501836823,0.171,0.376,3.50763421455789e-19,"56","Arhgef9"
"Neto1.27",9.77113723604698e-24,-0.650613105214113,0.139,0.332,3.66046343136792e-19,"56","Neto1"
"Ak5.14",1.41891484665198e-23,-0.741045464854304,0.154,0.343,5.31553879852764e-19,"56","Ak5"
"Sergef.3",1.87477214096679e-23,-0.578270897651035,0.1,0.282,7.02327139448979e-19,"56","Sergef"
"Trim2.8",2.15373431081987e-23,-0.504261757849309,0.307,0.541,8.0683194751934e-19,"56","Trim2"
"Gap43.16",2.30980486711926e-23,-0.626076862511411,0.167,0.359,8.65299099320218e-19,"56","Gap43"
"Kcnq5.32",2.4275126128075e-23,-0.747322181229872,0.336,0.544,9.09394775009947e-19,"56","Kcnq5"
"Celf2.35",2.51692258530633e-23,-0.635955841204522,0.749,0.872,9.42889538907458e-19,"56","Celf2"
"Pcnx2.5",2.5624815404829e-23,-0.630035641352605,0.095,0.271,9.59956834695704e-19,"56","Pcnx2"
"St6galnac5.20",2.85990243950729e-23,-0.675528209797831,0.111,0.297,1.07137665188822e-18,"56","St6galnac5"
"Prr16.26",3.11502128753505e-23,-0.77935283729664,0.231,0.432,1.16694927473638e-18,"56","Prr16"
"Cdkl5.19",3.16365957023156e-23,-0.60198914053612,0.188,0.39,1.18517014820015e-18,"56","Cdkl5"
"Tspan5.15",3.50028582729119e-23,0.992657960784917,0.528,0.43,1.31127707661982e-18,"56","Tspan5"
"Dlc1.10",4.47545238106385e-23,1.43255121656723,0.498,0.395,1.67659397099414e-18,"56","Dlc1"
"Kcnq2.4",4.79090220607773e-23,-0.613967889602891,0.109,0.288,1.79476778444084e-18,"56","Kcnq2"
"Vwc2.24",4.89863606880259e-23,-0.652399899414123,0.121,0.311,1.83512704409483e-18,"56","Vwc2"
"Lrfn2.16",5.91305687845076e-23,-0.621372543720153,0.142,0.329,2.21514936780522e-18,"56","Lrfn2"
"Phactr3.5",7.7353183549301e-23,-0.582609450838144,0.179,0.38,2.89780496212391e-18,"56","Phactr3"
"Chl1.17",1.13503846528689e-22,-0.648965378296232,0.217,0.416,4.25208109865774e-18,"56","Chl1"
"Sorcs1.16",1.2781421347537e-22,-0.647304355917935,0.343,0.566,4.78817606521431e-18,"56","Sorcs1"
"Ppm1l.19",1.47115676333963e-22,-0.500252830013752,0.209,0.421,5.51124746682292e-18,"56","Ppm1l"
"A830018L16Rik.22",1.60991578873925e-22,-0.764272084867647,0.17,0.357,6.03106652777498e-18,"56","A830018L16Rik"
"5730522E02Rik.27",1.69940052413973e-22,-0.676089501587353,0.224,0.423,6.36629424353227e-18,"56","5730522E02Rik"
"Gm1604a.20",1.90736388638496e-22,-0.674433855478569,0.195,0.39,7.14536659117534e-18,"56","Gm1604a"
"Apba2.8",2.0539747796719e-22,-0.559308633410053,0.171,0.368,7.69460031960689e-18,"56","Apba2"
"Mirg.5",2.16681036606314e-22,-0.600559576533538,0.115,0.291,8.11730499334573e-18,"56","Mirg"
