"","BaselineProp.clusters","BaselineProp.Freq","PropMean.Learner","PropMean.Non_Learner","PropRatio","Tstatistic","P.Value","FDR"
"PO-CEA-BST Meis2 Gaba","PO-CEA-BST Meis2 Gaba",0.0274749091394085,0.0208474852829462,0.0342562188898756,0.608575200607085,-1.74558917018454,0.0989689894203692,0.334988690540356
"GPe-SI Sox6 Cyp26b1 Gaba","GPe-SI Sox6 Cyp26b1 Gaba",0.00501817211830216,0.00401226808898714,0.0062874915638206,0.638134945909826,-1.6973136912781,0.107907110270248,0.334988690540356
"NDB-SI-MA-STRv Lhx8 Gaba","NDB-SI-MA-STRv Lhx8 Gaba",0.0151878897002434,0.012125540012968,0.022025112453371,0.550532490521391,-1.66044274770283,0.115197315170923,0.334988690540356
"PVN Mixed Glut","PVN Mixed Glut",0.0019839285118869,0.00115962039834841,0.00229425425870868,0.505445459650621,-1.63356312130091,0.121023159395785,0.334988690540356
"SI-MPO-LPO-ADP Lhx8 Gaba","SI-MPO-LPO-ADP Lhx8 Gaba",0.00691874228935347,0.006109247216852,0.0106662855673322,0.572762390270414,-1.62849726239154,0.12209955130803,0.334988690540356
"STR D1-D2 Gaba","STR D1-D2 Gaba",0.0429795605348271,0.0363534317574566,0.0584687041098984,0.621758807739716,-1.626697314055,0.122483964740701,0.334988690540356
"VMH Nr5a1 Glut_2","VMH Nr5a1 Glut_2",0.027541595812077,0.0302466643599993,0.0177560046656711,1.70346116311161,1.61992785344646,0.123688131891824,0.334988690540356
"Chat GABA","Chat GABA",0.00388449868293821,0.00323712977739056,0.00543672835796941,0.595418708504246,-1.59222638823376,0.129797486255589,0.3369808749689
"ZI Pax6 Gaba","ZI Pax6 Gaba",0.0200060018005402,0.023764304883817,0.0127199702652017,1.86826732990324,1.56999989261417,0.134880034624799,0.3369808749689
"PO-MEA-BST Mixed Gaba","PO-MEA-BST Mixed Gaba",0.0285752392384382,0.023401292351071,0.0337050474729103,0.694296377119161,-1.54841943680977,0.139976671140928,0.3369808749689
"PF Fzd5 Glut","PF Fzd5 Glut",0.0148211130005668,0.0205128878018126,0.0068412688591469,2.99840398384379,1.46561120024796,0.16129293753996,0.374430033574906
"PVpo-VMPO-MPN Hmx2 Gaba","PVpo-VMPO-MPN Hmx2 Gaba",0.0109532859857957,0.00814910828704949,0.0174342116778601,0.467420519930829,-1.36963927821345,0.188900891313414,0.409789633128651
"TRS-BAC Sln Glut","TRS-BAC Sln Glut",0.00475142542762829,0.00379296132206462,0.00864072026062936,0.438963559478589,-1.35022442558655,0.194925359823914,0.409789633128651
"PO-MEA Glut","PO-MEA Glut",0.0111533460038011,0.00869884770299262,0.0124448562842286,0.698991414952435,-1.32905270452656,0.201432612370717,0.409789633128651
"ZI-PVH-SBPV Pax6-Prox1 Gaba","ZI-PVH-SBPV Pax6-Prox1 Gaba",0.0150378446867394,0.0165102908201595,0.0114763293165641,1.43863864174146,1.32808999127261,0.201742588617182,0.409789633128651
"STR D1 Gaba","STR D1 Gaba",0.0283084925477643,0.0261817100434815,0.0370814986476647,0.706058573636703,-1.29892899298554,0.211349439644998,0.416294350815906
"PO-COAa-PAA-MEA Barhl2 Glut","PO-COAa-PAA-MEA Barhl2 Glut",0.00753559401153679,0.00602262661643098,0.00839094726491349,0.717752886091231,-1.22332112841034,0.237932516943222,0.454870988273806
"Mixed","Mixed",0.0536827714981161,0.0551386689280128,0.044703461963388,1.23343174121886,1.16506128047337,0.260117236923846,0.483074868572857
"GPi Tbr1 Cngb3 Gaba-Glut","GPi Tbr1 Cngb3 Gaba-Glut",0.00321763195625354,0.00346289730791709,0.00220465637418349,1.57071974955716,1.07221661296916,0.298642002937346,0.539214727525764
"PH-LHA-MM Foxb1 Glut","PH-LHA-MM Foxb1 Glut",0.0114867793671435,0.014031884047131,0.0105242153882335,1.33329502765777,0.973813822716909,0.344017390723905,0.601024056381454
"AD Serpinb7 Glut","AD Serpinb7 Glut",0.00150045013504051,0.00126530928051065,0.00237485857875993,0.532793527929293,-0.958680494559081,0.351367909884543,0.601024056381454
"PO-MEA Slc17a7 Glut","PO-MEA Slc17a7 Glut",0.0130872595111867,0.0122530957561436,0.0201368865589049,0.608490082133629,0.80300718995727,0.433229292823677,0.722048821372795
"PVH-SO-PVa Avp Glut","PVH-SO-PVa Avp Glut",0.00596845720382781,0.00578774641232989,0.00560140188383023,1.03326748059938,0.757224738378958,0.459305279528399,0.739745675233528
"Mixed Meis2 Gaba","Mixed Meis2 Gaba",0.017705311593478,0.0193530333289924,0.0163402490352024,1.18437811365662,0.744763229184645,0.466608810531918,0.739745675233528
"AHN-PVHd-PVR Mixed Gaba","AHN-PVHd-PVR Mixed Gaba",0.0395285252242339,0.0385339700806546,0.0460802484136269,0.836236162070239,-0.712121440073864,0.486069649309947,0.748271419947248
"TH-PVT-RE Ntrk1-Nox4 Glut","TH-PVT-RE Ntrk1-Nox4 Glut",0.00288419859291121,0.00243480588078178,0.00310055477052297,0.785280719414964,-0.697384781138105,0.495010323965103,0.748271419947248
"AHN Onecut3 Gaba","AHN Onecut3 Gaba",0.0190890600513487,0.0192119267372694,0.0164776757976288,1.16593668750505,0.666505810882094,0.514051761664427,0.757344905715929
"SCH Six6 Cdc14a Gaba","SCH Six6 Cdc14a Gaba",0.00535160548164449,0.00489532357657394,0.00700966095706511,0.698368096054616,-0.650318502535877,0.524315703957182,0.757344905715929
"SI-MA-LPO-LHA Skor1 Glut","SI-MA-LPO-LHA Skor1 Glut",0.0213230635857424,0.0192020339837274,0.0251662561669768,0.763007173427898,-0.588268048092597,0.564103577530302,0.760457770084239
"TH Prkcd Grin2c Glut_6","TH Prkcd Grin2c Glut_6",0.0208896002133974,0.0226811732712092,0.0166923332012144,1.35877788909456,0.579035967553409,0.570174936627343,0.760457770084239
"LH-MH Glut","LH-MH Glut",0.00375112533760128,0.00669050346228691,0.00125016370113855,5.35170190607337,0.567270488446927,0.578062208477923,0.760457770084239
"TH Prkcd Grin2c Glut_5","TH Prkcd Grin2c Glut_5",0.0019839285118869,0.00220697421260992,0.00177640070194784,1.24238535269095,0.562612258096913,0.581059580994073,0.760457770084239
"PV-PT Ntrk1-Sp9 Glut","PV-PT Ntrk1-Sp9 Glut",0.0107698976359575,0.0104107756754415,0.0115946955719438,0.897891247842066,-0.556753159244958,0.584967515449414,0.760457770084239
"SNc-VTA-RAmb Foxa1 Dopa","SNc-VTA-RAmb Foxa1 Dopa",0.000266746690673869,0.000295604950784311,0.000275401708671572,1.07335917489471,0.51604664854366,0.612483550669833,0.780616290069394
"TH Prkcd Grin2c Glut_4","TH Prkcd Grin2c Glut_4",0.0110866593311327,0.0104926397020094,0.0105582542660278,0.993785472260369,0.493576767397558,0.627934738482307,0.784918423102884
"TH Prkcd Grin2c Glut_1","TH Prkcd Grin2c Glut_1",0.00260078023407022,0.00284842845948212,0.00220639938669786,1.29098497609045,0.37696951457084,0.710870954296323,0.871822868476623
"AV Col27a1 Glut","AV Col27a1 Glut",0.00755226567970391,0.00646762553189636,0.00956490124982894,0.676183199697125,-0.329324794843925,0.745941924610954,0.893824012617851
"PVH-SO-PVa Agtr1a Glut","PVH-SO-PVa Agtr1a Glut",0.00271748191124004,0.00279933697078475,0.00236995052870153,1.18117949589373,0.315460146805309,0.756312626061258,0.893824012617851
"TH Prkcd Grin2c Glut_2","TH Prkcd Grin2c Glut_2",0.0302924210596512,0.0345339974424737,0.0226150136527456,1.52703854053526,0.251823239571799,0.804244530137117,0.925771584881025
"RT-ZI Gnb3 Gaba_2","RT-ZI Gnb3 Gaba_2",0.0383615084525358,0.0390160648076587,0.0361917838674502,1.07803652206126,0.224869389403938,0.824767456326585,0.925771584881025
"TH Prkcd Grin2c Glut_3","TH Prkcd Grin2c Glut_3",0.048381181020973,0.0524922856602075,0.0394125529356568,1.33186717810196,0.221116636241879,0.8276415508263,0.925771584881025
"Trh Glut","Trh Glut",0.0277249841619152,0.0264592576277577,0.0274008242187469,0.965637289467189,0.198951781767776,0.844665636742622,0.925771584881025
"RT-ZI Gnb3 Gaba_1","RT-ZI Gnb3 Gaba_1",0.00341769197425894,0.00354434390399067,0.00326559919454961,1.08535790610994,0.179419527747,0.859734030868668,0.925771584881025
"SCsg Gabrr2 Gaba","SCsg Gabrr2 Gaba",0.000483478376846387,0.000582134518462167,0.000393504641994248,1.47935870721108,0.146097292720721,0.885566851571905,0.925771584881025
"TH Prkcd Grin2c Glut_7","TH Prkcd Grin2c Glut_7",0.0371278050081691,0.0381703149471454,0.0391342105386857,0.975369489296649,-0.142041856697794,0.888720367316482,0.925771584881025
"ADP-MPO Trp73 Glut","ADP-MPO Trp73 Glut",0.00190057017105132,0.00181549042547697,0.00204658861482806,0.887081268958143,0.13103879137563,0.897286305346224,0.925771584881025
"RE-Xi Nox4 Glut","RE-Xi Nox4 Glut",0.0173552065619686,0.0169051448729307,0.0161655847373432,1.04574904945313,0.106620232289736,0.916341086337866,0.930658915811895
"TH Sema5b-Ntrk Glut","TH Sema5b-Ntrk Glut",0.0420459471174686,0.0428640359155049,0.0388448738368862,1.10346698757462,0.0783222083658846,0.938488255025688,0.938488255025688
