"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Prkcd",5.11882715254265e-136,1.34431885778485,0.574,0.11,1.91761502788553e-131,"TH Prkcd Grin2c Glut_1","Prkcd"
"0610040J01Rik",3.36830139870306e-125,0.72568155389242,0.287,0.033,1.26183306998214e-120,"TH Prkcd Grin2c Glut_1","0610040J01Rik"
"Lrmda",2.66691392212677e-121,1.14123304299015,0.571,0.117,9.99079293507131e-117,"TH Prkcd Grin2c Glut_1","Lrmda"
"Tcf7l2",9.57691342210366e-121,1.348689633238,0.865,0.252,3.58770330618847e-116,"TH Prkcd Grin2c Glut_1","Tcf7l2"
"Vav3",3.51932218841313e-119,1.64772485006522,0.918,0.337,1.31840847822333e-114,"TH Prkcd Grin2c Glut_1","Vav3"
"Ntng1",7.95773164041061e-110,1.57713142700242,0.993,0.505,2.98112542713062e-105,"TH Prkcd Grin2c Glut_1","Ntng1"
"Rassf3",1.73134108013657e-105,0.889704361126041,0.457,0.086,6.48594995440763e-101,"TH Prkcd Grin2c Glut_1","Rassf3"
"Dleu2",1.14068154136203e-102,1.13864012691454,0.55,0.126,4.27322119025044e-98,"TH Prkcd Grin2c Glut_1","Dleu2"
"Ptpn3",7.8725153184998e-100,1.34675666951407,0.766,0.242,2.9492016886164e-95,"TH Prkcd Grin2c Glut_1","Ptpn3"
"Cnksr3",2.69896320877124e-97,0.958739356353518,0.475,0.098,1.01108559726988e-92,"TH Prkcd Grin2c Glut_1","Cnksr3"
"Mctp2",2.94405273178793e-96,1.11846722661351,0.589,0.146,1.10290103438239e-91,"TH Prkcd Grin2c Glut_1","Mctp2"
"Lhfp",1.53270740927729e-95,1.35078422800198,0.72,0.222,5.74182849663457e-91,"TH Prkcd Grin2c Glut_1","Lhfp"
"Ptpn4",1.76511617257427e-94,1.45124910275346,0.943,0.494,6.61247820569773e-90,"TH Prkcd Grin2c Glut_1","Ptpn4"
"Gabra4",2.91052442907687e-91,1.27357255635706,0.876,0.355,1.09034066162078e-86,"TH Prkcd Grin2c Glut_1","Gabra4"
"Sh3d19",3.09640612247779e-91,1.36263212922433,0.801,0.298,1.15997566160263e-86,"TH Prkcd Grin2c Glut_1","Sh3d19"
"Kcnc2",9.94776259060711e-85,1.31905472778497,0.979,0.641,3.72663082169323e-80,"TH Prkcd Grin2c Glut_1","Kcnc2"
"Rnf220",5.45955868291586e-84,1.13282503146547,0.929,0.361,2.04525987379394e-79,"TH Prkcd Grin2c Glut_1","Rnf220"
"Kcnip4",2.81020652988147e-83,1.15253510055866,1,0.909,1.05275957022419e-78,"TH Prkcd Grin2c Glut_1","Kcnip4"
"Mrvi1",2.81977647851183e-82,0.696325437646614,0.301,0.05,1.0563446643801e-77,"TH Prkcd Grin2c Glut_1","Mrvi1"
"Ildr2",3.95396624209743e-82,1.16220566466586,0.83,0.322,1.48123483361454e-77,"TH Prkcd Grin2c Glut_1","Ildr2"
"Epb41l2",1.01334019759621e-81,0.977579508675447,0.482,0.116,3.79617504823493e-77,"TH Prkcd Grin2c Glut_1","Epb41l2"
"Kitl",1.24213749200262e-80,1.01988359270287,0.613,0.172,4.65329547254022e-76,"TH Prkcd Grin2c Glut_1","Kitl"
"Hdac9",2.00018224689437e-77,1.18252810683373,0.989,0.681,7.49308273331568e-73,"TH Prkcd Grin2c Glut_1","Hdac9"
"Rreb1",4.37607368278062e-75,0.86065851844885,0.525,0.138,1.63936472304328e-70,"TH Prkcd Grin2c Glut_1","Rreb1"
"Lrrc7",1.49835540048817e-74,1.05368027177071,0.996,0.899,5.61313900130877e-70,"TH Prkcd Grin2c Glut_1","Lrrc7"
"Clmn",2.45556996647883e-74,1.06417450413161,0.738,0.262,9.19905620842301e-70,"TH Prkcd Grin2c Glut_1","Clmn"
"Zmat4",8.78419168362167e-74,1.23020784277608,0.929,0.502,3.29073388851835e-69,"TH Prkcd Grin2c Glut_1","Zmat4"
"Gm43398",2.31714764443804e-72,0.695259095305727,0.401,0.088,8.6804985055938e-68,"TH Prkcd Grin2c Glut_1","Gm43398"
"Osbpl3",3.6655145392523e-72,0.986180971673802,0.645,0.203,1.3731750566947e-67,"TH Prkcd Grin2c Glut_1","Osbpl3"
"Cit",6.24943095061517e-72,1.08963569735559,0.915,0.467,2.34116182271945e-67,"TH Prkcd Grin2c Glut_1","Cit"
"Dlg2",7.09158407673063e-72,-1.25103884566621,0.982,0.989,2.65664922682483e-67,"TH Prkcd Grin2c Glut_1","Dlg2"
"Plxdc2",5.10318909490215e-71,1.19133630504851,0.911,0.469,1.91175669873224e-66,"TH Prkcd Grin2c Glut_1","Plxdc2"
"Adamts19",1.2142024869931e-70,0.869425963088231,0.355,0.074,4.54864535677357e-66,"TH Prkcd Grin2c Glut_1","Adamts19"
"Cpne9",1.52858656991561e-70,0.911224495114488,0.511,0.137,5.72639100821786e-66,"TH Prkcd Grin2c Glut_1","Cpne9"
"Abhd12b",9.79288242553373e-70,1.12054521191553,0.319,0.063,3.66860961425345e-65,"TH Prkcd Grin2c Glut_1","Abhd12b"
"Grm1",2.67810652151407e-69,1.3391621693626,0.929,0.61,1.0032722650896e-64,"TH Prkcd Grin2c Glut_1","Grm1"
"Il1rap",2.93278690519695e-69,1.20003271620432,0.741,0.299,1.09868063042488e-64,"TH Prkcd Grin2c Glut_1","Il1rap"
"Inpp4b",1.47392487804141e-68,1.04268938601879,0.993,0.682,5.52161737811871e-64,"TH Prkcd Grin2c Glut_1","Inpp4b"
"Zeb2",1.46349407565204e-67,0.77576261366643,0.617,0.184,5.48254150620766e-63,"TH Prkcd Grin2c Glut_1","Zeb2"
"Adarb1",3.98907845041074e-67,1.15279994151706,0.837,0.402,1.49438856909287e-62,"TH Prkcd Grin2c Glut_1","Adarb1"
"Grid2ip",2.1177636854391e-65,0.633109707402194,0.298,0.058,7.93356631839194e-61,"TH Prkcd Grin2c Glut_1","Grid2ip"
"Gm43283",1.30749850448053e-64,0.684350841336989,0.362,0.081,4.89815089748495e-60,"TH Prkcd Grin2c Glut_1","Gm43283"
"Shisa6",2.67207914727122e-64,1.13110296425114,0.667,0.248,1.00101429015074e-59,"TH Prkcd Grin2c Glut_1","Shisa6"
"Amotl1",3.18259177100413e-64,0.809977165182836,0.557,0.166,1.19226252925357e-59,"TH Prkcd Grin2c Glut_1","Amotl1"
"Phactr2",3.33822348670567e-64,1.01627960500128,0.73,0.283,1.25056528258968e-59,"TH Prkcd Grin2c Glut_1","Phactr2"
"Rorb",6.92798170968447e-63,1.04856008107444,0.716,0.271,2.595360508082e-58,"TH Prkcd Grin2c Glut_1","Rorb"
"Tspan14",9.25702626656278e-63,0.622434353723843,0.344,0.075,3.46786717997975e-58,"TH Prkcd Grin2c Glut_1","Tspan14"
"Tanc1",6.60706121998018e-62,0.960579316157394,0.631,0.217,2.47513727422897e-57,"TH Prkcd Grin2c Glut_1","Tanc1"
"Gabbr2",1.52487624538525e-60,0.976845071325927,0.933,0.58,5.71249139046223e-56,"TH Prkcd Grin2c Glut_1","Gabbr2"
"Cacna1c",4.66183632600185e-60,0.843035091953353,0.986,0.857,1.74641712444681e-55,"TH Prkcd Grin2c Glut_1","Cacna1c"
"Rora",1.11903055199757e-59,0.819247632545461,1,0.874,4.1921122538933e-55,"TH Prkcd Grin2c Glut_1","Rora"
"Rtn4rl1",1.20861513541405e-58,0.74859056757647,0.486,0.139,4.52771402028812e-54,"TH Prkcd Grin2c Glut_1","Rtn4rl1"
"Adarb2",2.67701235102344e-58,1.28072214406081,0.862,0.481,1.0028623669404e-53,"TH Prkcd Grin2c Glut_1","Adarb2"
"Ccdc136",1.24812538504536e-57,0.957896905392122,0.695,0.27,4.67572731745693e-53,"TH Prkcd Grin2c Glut_1","Ccdc136"
"Plcb4",6.00759548624766e-57,1.0054927218488,0.929,0.558,2.2505654210581e-52,"TH Prkcd Grin2c Glut_1","Plcb4"
"Anks1b",1.03895616521281e-56,0.753713652947006,1,0.959,3.89213758612025e-52,"TH Prkcd Grin2c Glut_1","Anks1b"
"Ccdc141",1.71030544012697e-56,0.64883554803668,0.337,0.078,6.40714623980364e-52,"TH Prkcd Grin2c Glut_1","Ccdc141"
"Prkch",2.95581113227691e-56,0.831943755885278,0.465,0.135,1.10730596637358e-51,"TH Prkcd Grin2c Glut_1","Prkch"
"Nell1",3.53544992377468e-55,0.935320291016107,0.94,0.541,1.32445025044447e-50,"TH Prkcd Grin2c Glut_1","Nell1"
"Fras1",4.11477772025813e-55,1.08483394896025,0.695,0.291,1.5414780295631e-50,"TH Prkcd Grin2c Glut_1","Fras1"
"Atp2b1",2.73353242869245e-54,1.00548088426496,0.947,0.619,1.02403591843677e-49,"TH Prkcd Grin2c Glut_1","Atp2b1"
"Pitpnc1",5.79912629821753e-54,1.16743980994486,0.823,0.441,2.17246869383825e-49,"TH Prkcd Grin2c Glut_1","Pitpnc1"
"Ptprj",1.86108110578734e-53,1.08490880905927,0.784,0.412,6.97198203850054e-49,"TH Prkcd Grin2c Glut_1","Ptprj"
"Tafa4",2.25152402669792e-53,0.668629799412467,0.305,0.069,8.43465930881574e-49,"TH Prkcd Grin2c Glut_1","Tafa4"
"Nell2",2.52363607003775e-53,0.877500120338458,0.933,0.525,9.45404544557542e-49,"TH Prkcd Grin2c Glut_1","Nell2"
"Lrch1",1.14908209719256e-52,0.875851722728871,0.901,0.492,4.30469135250278e-48,"TH Prkcd Grin2c Glut_1","Lrch1"
"Pag1",5.77583484459888e-52,0.873044326450667,0.635,0.242,2.16374324948363e-47,"TH Prkcd Grin2c Glut_1","Pag1"
"Prickle2",9.16238009332857e-52,1.06883859701787,0.915,0.687,3.43241083056275e-47,"TH Prkcd Grin2c Glut_1","Prickle2"
"Shc3",2.84665259417458e-51,0.977391176719933,0.699,0.305,1.06641299482968e-46,"TH Prkcd Grin2c Glut_1","Shc3"
"Ptprm",1.17746221050333e-50,0.873388614020257,0.915,0.492,4.41100893298758e-46,"TH Prkcd Grin2c Glut_1","Ptprm"
"Peak1",1.76167574914749e-50,0.995771235409813,0.66,0.277,6.59958969145633e-46,"TH Prkcd Grin2c Glut_1","Peak1"
"Vangl1",6.13272403295516e-50,0.61068085925993,0.333,0.083,2.29744107722566e-45,"TH Prkcd Grin2c Glut_1","Vangl1"
"Dgkb",6.41672978036013e-49,-2.10360588922599,0.33,0.684,2.40383531031851e-44,"TH Prkcd Grin2c Glut_1","Dgkb"
"Eml1",1.29262290475463e-48,0.856237816133232,0.642,0.257,4.84242392579178e-44,"TH Prkcd Grin2c Glut_1","Eml1"
"E230029C05Rik",1.61868703453124e-48,0.638210748637351,0.28,0.064,6.06392536876095e-44,"TH Prkcd Grin2c Glut_1","E230029C05Rik"
"Rbfox1",2.70754394024253e-47,0.646136056276505,1,0.947,1.01430011089365e-42,"TH Prkcd Grin2c Glut_1","Rbfox1"
"Dab1",4.27998285324076e-47,-1.73477482704289,0.369,0.718,1.60336717648106e-42,"TH Prkcd Grin2c Glut_1","Dab1"
"Kcnq3",5.07307688861178e-47,0.847428746076357,0.968,0.746,1.90047606401174e-42,"TH Prkcd Grin2c Glut_1","Kcnq3"
"Gm42772",6.22602626303162e-47,0.766650165471653,0.599,0.226,2.33239395865691e-42,"TH Prkcd Grin2c Glut_1","Gm42772"
"Ivns1abp",8.44596644447128e-47,0.743317507339828,0.553,0.195,3.16402794942783e-42,"TH Prkcd Grin2c Glut_1","Ivns1abp"
"Scube2",1.68081056482114e-46,0.581490036828641,0.252,0.055,6.29665253793295e-42,"TH Prkcd Grin2c Glut_1","Scube2"
"Bmp2k",2.67489227566033e-46,0.599126683067302,0.323,0.083,1.00206814430787e-41,"TH Prkcd Grin2c Glut_1","Bmp2k"
"Fryl",3.46128972139602e-46,0.96497878762008,0.794,0.433,1.29666835542938e-41,"TH Prkcd Grin2c Glut_1","Fryl"
"Akap13",9.02720099580066e-46,0.733878577477473,0.585,0.22,3.38177003704684e-41,"TH Prkcd Grin2c Glut_1","Akap13"
"Pcp4",1.0148821999257e-45,0.590452121239469,0.496,0.172,3.80195169736166e-41,"TH Prkcd Grin2c Glut_1","Pcp4"
"Lgmn",1.16103865174524e-45,0.515072843232745,0.27,0.062,4.349482997168e-41,"TH Prkcd Grin2c Glut_1","Lgmn"
"Arap2",1.27254082222152e-45,0.751266376222935,0.528,0.188,4.76719242820626e-41,"TH Prkcd Grin2c Glut_1","Arap2"
"Itpr2",2.55473758312038e-45,0.662035258386618,0.252,0.056,9.57055793388556e-41,"TH Prkcd Grin2c Glut_1","Itpr2"
"Grin2c",3.77043202134057e-45,0.570386536831561,0.277,0.065,1.41247924383461e-40,"TH Prkcd Grin2c Glut_1","Grin2c"
"Epha4",7.18191421722568e-45,0.804344678922024,0.759,0.351,2.69048870405709e-40,"TH Prkcd Grin2c Glut_1","Epha4"
"Ryr2",2.99438682089381e-44,-1.80806323097258,0.213,0.596,1.12175719084324e-39,"TH Prkcd Grin2c Glut_1","Ryr2"
"Nin",3.37715997678818e-44,0.868148356588996,0.762,0.371,1.26515167050439e-39,"TH Prkcd Grin2c Glut_1","Nin"
"Mast4",4.54569269251951e-44,0.812745468135344,0.933,0.619,1.70290739647166e-39,"TH Prkcd Grin2c Glut_1","Mast4"
"Asic2",4.94811904078911e-44,-1.7311822270734,0.78,0.854,1.85366435506042e-39,"TH Prkcd Grin2c Glut_1","Asic2"
"Raver2",1.04185449219352e-43,0.70149111903108,0.447,0.146,3.90299529865537e-39,"TH Prkcd Grin2c Glut_1","Raver2"
"Cdh12",1.42608249648136e-43,0.925406907497364,0.936,0.652,5.34239024831846e-39,"TH Prkcd Grin2c Glut_1","Cdh12"
"Trps1",2.54744165258116e-43,0.844304419089155,0.848,0.461,9.54322591889956e-39,"TH Prkcd Grin2c Glut_1","Trps1"
"Frmd4a",2.22528909061346e-42,0.700606167670364,0.996,0.946,8.33637799125616e-38,"TH Prkcd Grin2c Glut_1","Frmd4a"
"Lrrc4c",3.14739902020481e-42,-1.44914145703617,0.801,0.877,1.17907862094912e-37,"TH Prkcd Grin2c Glut_1","Lrrc4c"
"Pde7b",5.62579637474693e-42,0.696614425572189,0.869,0.461,2.10753583790769e-37,"TH Prkcd Grin2c Glut_1","Pde7b"
"Tmcc3",1.67161219694587e-41,0.717722876653708,0.801,0.396,6.26219361219863e-37,"TH Prkcd Grin2c Glut_1","Tmcc3"
"Cacnb4",2.57978656171401e-41,0.762038897247037,0.922,0.611,9.66439641749304e-37,"TH Prkcd Grin2c Glut_1","Cacnb4"
"Auts2",3.09368396279415e-41,0.645782181325711,1,0.863,1.15895588614194e-36,"TH Prkcd Grin2c Glut_1","Auts2"
"Cttnbp2",6.76873471383301e-41,0.804271591317943,0.858,0.539,2.53570339849612e-36,"TH Prkcd Grin2c Glut_1","Cttnbp2"
"Arhgap22",8.83744831357273e-41,0.558907092829928,0.298,0.079,3.31068488723062e-36,"TH Prkcd Grin2c Glut_1","Arhgap22"
"St3gal4",9.12490282259262e-41,0.698617347609067,0.472,0.166,3.41837109539965e-36,"TH Prkcd Grin2c Glut_1","St3gal4"
"Socs6",9.23646079550592e-41,0.700505037401579,0.486,0.174,3.46016294321243e-36,"TH Prkcd Grin2c Glut_1","Socs6"
"Bmp6",1.42654981012031e-40,0.528022723813623,0.255,0.061,5.34414089867271e-36,"TH Prkcd Grin2c Glut_1","Bmp6"
"Xkr4",1.86141417826717e-40,0.626696754417639,0.993,0.911,6.97322979462448e-36,"TH Prkcd Grin2c Glut_1","Xkr4"
"Sel1l3",2.13916315981012e-40,0.648732253958604,0.496,0.178,8.01373302928065e-36,"TH Prkcd Grin2c Glut_1","Sel1l3"
"Wls",4.89996975964388e-40,0.540938560334671,0.337,0.096,1.83562667135779e-35,"TH Prkcd Grin2c Glut_1","Wls"
"Camk1d",7.89797121980044e-40,0.872018933552015,0.876,0.562,2.95873797836164e-35,"TH Prkcd Grin2c Glut_1","Camk1d"
"Patj",9.2586456540817e-40,0.758132839881314,0.663,0.3,3.46847383493209e-35,"TH Prkcd Grin2c Glut_1","Patj"
"Apbb2",1.09972559896573e-39,0.85824841049667,0.816,0.49,4.11979203884542e-35,"TH Prkcd Grin2c Glut_1","Apbb2"
"Rrbp1",2.15579226466905e-39,0.558381386730238,0.305,0.084,8.07602898190319e-35,"TH Prkcd Grin2c Glut_1","Rrbp1"
"Galntl6",2.23286426808101e-39,-2.20149787205075,0.493,0.734,8.3647561210851e-35,"TH Prkcd Grin2c Glut_1","Galntl6"
"Mef2c",3.64606971965201e-39,0.660705278666452,0.663,0.285,1.36589063837604e-34,"TH Prkcd Grin2c Glut_1","Mef2c"
"Gm49948",4.54060464034491e-39,0.524280595247659,0.461,0.166,1.70100131036601e-34,"TH Prkcd Grin2c Glut_1","Gm49948"
"Kalrn",6.90236890177409e-39,0.675467995211332,0.975,0.819,2.58576543798261e-34,"TH Prkcd Grin2c Glut_1","Kalrn"
"Phactr1",7.09805546784828e-39,-2.34063292959568,0.401,0.682,2.65907353936532e-34,"TH Prkcd Grin2c Glut_1","Phactr1"
"Rnf152",1.39731637416186e-38,0.706798733615224,0.472,0.173,5.23462660088517e-34,"TH Prkcd Grin2c Glut_1","Rnf152"
"Serinc3",1.54311950264656e-38,0.518017752534134,0.337,0.098,5.78083428081453e-34,"TH Prkcd Grin2c Glut_1","Serinc3"
"Robo1",4.9069098648342e-38,0.701498251679063,0.982,0.862,1.83822657356419e-33,"TH Prkcd Grin2c Glut_1","Robo1"
"Sox5",4.92560343103427e-38,0.787285731901364,0.734,0.359,1.84522955733406e-33,"TH Prkcd Grin2c Glut_1","Sox5"
"Rttn",6.90018091743442e-38,0.736956202926649,0.482,0.178,2.58494577528928e-33,"TH Prkcd Grin2c Glut_1","Rttn"
"Syt9",1.58516246053489e-37,0.701015119198871,0.521,0.203,5.9383356096558e-33,"TH Prkcd Grin2c Glut_1","Syt9"
"Qk",2.42170728119385e-37,0.697754598501697,0.762,0.382,9.0721998168084e-33,"TH Prkcd Grin2c Glut_1","Qk"
"Pex5l",4.0941638710191e-37,0.809652554469043,0.862,0.527,1.53375566936117e-32,"TH Prkcd Grin2c Glut_1","Pex5l"
"Xkr6",1.26612099272964e-36,-1.54787982811469,0.17,0.528,4.74314246296379e-32,"TH Prkcd Grin2c Glut_1","Xkr6"
"Zic1",1.32470516667319e-36,0.554785638485747,0.316,0.093,4.96261049539109e-32,"TH Prkcd Grin2c Glut_1","Zic1"
"Dlgap2",1.48126302550921e-36,-1.78010970015011,0.23,0.571,5.54910754616259e-32,"TH Prkcd Grin2c Glut_1","Dlgap2"
"Plcb1",2.50448729730264e-36,-1.69321617290724,0.411,0.692,9.38231031315514e-32,"TH Prkcd Grin2c Glut_1","Plcb1"
"Galnt17",3.24411692993718e-36,0.709745448941225,0.897,0.559,1.21531108429307e-31,"TH Prkcd Grin2c Glut_1","Galnt17"
"Gm43046",3.52908373989473e-36,0.644129679043573,0.475,0.176,1.32206535063937e-31,"TH Prkcd Grin2c Glut_1","Gm43046"
"Nrg1",4.18432703088434e-36,-1.98410536743761,0.649,0.783,1.56753259230989e-31,"TH Prkcd Grin2c Glut_1","Nrg1"
"Gm42768",7.22326811904063e-36,0.567043123712847,0.415,0.143,2.705980702755e-31,"TH Prkcd Grin2c Glut_1","Gm42768"
"Gm11906",1.66891491283659e-35,0.536325820256272,0.457,0.171,6.25208904646843e-31,"TH Prkcd Grin2c Glut_1","Gm11906"
"Fgf13",1.83289800407652e-35,0.662646388179869,0.915,0.523,6.86640250287147e-31,"TH Prkcd Grin2c Glut_1","Fgf13"
"Srgap2",2.28694633731737e-35,0.696148479398392,0.869,0.536,8.56735836885834e-31,"TH Prkcd Grin2c Glut_1","Srgap2"
"Cdkl5",2.37561235550945e-35,0.752488873964549,0.762,0.408,8.8995190062095e-31,"TH Prkcd Grin2c Glut_1","Cdkl5"
"Adcy8",3.31740452076029e-35,0.733343009719864,0.755,0.383,1.24276608156722e-30,"TH Prkcd Grin2c Glut_1","Adcy8"
"Elmo1",3.32454064238391e-35,0.751452799680266,0.876,0.563,1.24543941544986e-30,"TH Prkcd Grin2c Glut_1","Elmo1"
"Rims1",9.26438534383206e-35,0.542913595914497,0.996,0.905,3.47062403750637e-30,"TH Prkcd Grin2c Glut_1","Rims1"
"Megf9",3.15666754601983e-34,0.720458520394813,0.66,0.316,1.18255079608995e-29,"TH Prkcd Grin2c Glut_1","Megf9"
"Pcsk2",3.3352211141292e-34,0.722595391018059,0.936,0.595,1.24944053377508e-29,"TH Prkcd Grin2c Glut_1","Pcsk2"
"Pkp2",6.89697383852351e-34,0.570428821056383,0.344,0.11,2.58374433938768e-29,"TH Prkcd Grin2c Glut_1","Pkp2"
"Slc7a8",1.21177810550034e-33,0.503444727938708,0.426,0.152,4.53956313882537e-29,"TH Prkcd Grin2c Glut_1","Slc7a8"
"Atp2a2",1.44678493687546e-33,0.791113620121473,0.773,0.448,5.41994573052283e-29,"TH Prkcd Grin2c Glut_1","Atp2a2"
"Ryr3",1.64755969049863e-33,0.72430018773369,0.894,0.631,6.17208811254595e-29,"TH Prkcd Grin2c Glut_1","Ryr3"
"Prox1",2.1436973571917e-33,0.619736069038466,0.383,0.133,8.03071903951156e-29,"TH Prkcd Grin2c Glut_1","Prox1"
"Rgs7",2.69584626486799e-33,0.683893051672297,0.933,0.778,1.00991792774485e-28,"TH Prkcd Grin2c Glut_1","Rgs7"
"Hspa12a",3.37213091449463e-33,0.67181228943937,0.606,0.273,1.26326768318798e-28,"TH Prkcd Grin2c Glut_1","Hspa12a"
"Myo1b",4.13669590545661e-33,0.566360225645155,0.429,0.156,1.54968902010216e-28,"TH Prkcd Grin2c Glut_1","Myo1b"
"Grm4",6.77091394695272e-33,0.613663104816625,0.45,0.171,2.53651978280743e-28,"TH Prkcd Grin2c Glut_1","Grm4"
"Shisal1",7.3649339737908e-33,0.54913399494485,0.355,0.118,2.75905156526151e-28,"TH Prkcd Grin2c Glut_1","Shisal1"
"Gm42770",1.21391656828657e-32,0.52839396854256,0.429,0.155,4.54757424811513e-28,"TH Prkcd Grin2c Glut_1","Gm42770"
"Pdlim5",1.24642409057204e-32,0.561697591147135,0.355,0.117,4.66935392810099e-28,"TH Prkcd Grin2c Glut_1","Pdlim5"
"B230334C09Rik",1.46020678199159e-32,0.707706542794499,0.585,0.265,5.47022664669691e-28,"TH Prkcd Grin2c Glut_1","B230334C09Rik"
"Trpc3",1.46504626026565e-32,0.61204201470033,0.461,0.177,5.48835630020718e-28,"TH Prkcd Grin2c Glut_1","Trpc3"
"Rasgrp1",2.51487372520203e-32,0.528391452677028,0.426,0.154,9.42121994935184e-28,"TH Prkcd Grin2c Glut_1","Rasgrp1"
"Dgki",2.87005060182456e-32,0.625897700195294,0.954,0.762,1.07517835645551e-27,"TH Prkcd Grin2c Glut_1","Dgki"
"2900064K03Rik",3.83828842904227e-32,0.549743548453828,0.426,0.158,1.43789961128782e-27,"TH Prkcd Grin2c Glut_1","2900064K03Rik"
"Zfp804a",1.09725154295232e-31,0.68439414743963,0.915,0.615,4.11052373020797e-27,"TH Prkcd Grin2c Glut_1","Zfp804a"
"Unc5c",2.35554681365476e-31,0.644034299509227,0.972,0.774,8.82434947331347e-27,"TH Prkcd Grin2c Glut_1","Unc5c"
"Cacna1e",2.40599984081537e-31,-1.36804465385453,0.305,0.6,9.01335660366253e-27,"TH Prkcd Grin2c Glut_1","Cacna1e"
"Nek7",5.58852621251386e-31,0.56413470028507,0.273,0.082,2.09357368973194e-26,"TH Prkcd Grin2c Glut_1","Nek7"
"Rsrc1",5.70551116258353e-31,0.669693137620168,0.72,0.37,2.13739859172704e-26,"TH Prkcd Grin2c Glut_1","Rsrc1"
"Chd7",7.97647952688171e-31,0.507156552015164,0.351,0.12,2.98814876036043e-26,"TH Prkcd Grin2c Glut_1","Chd7"
"Cntn4",8.56426007066193e-31,0.619702098552724,0.957,0.674,3.20834310767137e-26,"TH Prkcd Grin2c Glut_1","Cntn4"
"Pde3b",9.88853567891803e-31,0.659305241093274,0.624,0.29,3.70444323603627e-26,"TH Prkcd Grin2c Glut_1","Pde3b"
"Nlgn1",1.03628149882832e-30,-0.823428961924789,0.947,0.963,3.88211775091065e-26,"TH Prkcd Grin2c Glut_1","Nlgn1"
"Nav2",1.098672313474e-30,0.63771081346075,0.933,0.739,4.11584622073631e-26,"TH Prkcd Grin2c Glut_1","Nav2"
"Mpp6",1.60779090667514e-30,0.69892766328561,0.628,0.302,6.02310629458641e-26,"TH Prkcd Grin2c Glut_1","Mpp6"
"Gm43316",1.81682099645115e-30,0.500477141861432,0.372,0.132,6.80617481690532e-26,"TH Prkcd Grin2c Glut_1","Gm43316"
