"Cluster","Slope","Intercept","p_value","r_squared","AdjustedPValue"
"PVpo-VMPO-MPN Hmx2 Gaba",-0.0504495912650791,34.0182465316565,0.833603215019664,0.00131643747045315,0.860338661757765
"SI-MA-LPO-LHA Skor1 Glut",0.0872081104600084,31.3961998859833,0.803774518898832,0.00184092804002045,0.860338661757765
"SNc-VTA-RAmb Foxa1 Dopa",-0.0269800940508798,41.8668390942375,0.79518636344408,0.00705792351736597,0.860338661757765
"STR D1 Gaba",0.119096270870638,31.306084459601,0.810932673009465,0.00170663604951419,0.860338661757765
"STR D1-D2 Gaba",-0.122098518354946,36.54363565013,0.786883111823949,0.00217930347717371,0.860338661757765
"STR-PAL Chst9 Gaba",-0.113822456425083,35.1536700891933,0.804847202521741,0.00182046105770738,0.860338661757765
"TH Prkcd Grin2c Glut_1",-0.0268970845091763,34.4756117693733,0.819196770548008,0.00160614588338124,0.860338661757765
"TH Prkcd Grin2c Glut_7",-0.111621433428509,38.6338034270113,0.724185810948488,0.00370960643938219,0.860338661757765
"TRS-BAC Sln Glut",0.066319856785986,33.5196098853618,0.658827151937826,0.00658573100188319,0.860338661757765
"VMH Nr5a1 Glut_1",-0.0446073563675808,35.8732813916026,0.792812987468348,0.00233557054292977,0.860338661757765
"PO-MEA-BST Mixed Gaba",-0.0682664104866314,34.711337742208,0.873871210423384,0.0007518536675957,0.88752544808625
"Lhx6 Gaba",0.0143356782858369,33.0414954441175,0.921223993780688,0.000291854185408575,0.921223993780688
