"Cluster","Slope","Intercept","p_value","r_squared","AdjustedPValue"
"Mixed",-79.557117992343,14954.539290977,0.402660936206647,0.0219850966473646,0.974904403028417
"PF Fzd5 Glut",15.0528094266683,12975.025265677,0.576836862763427,0.01125687228925,0.974904403028417
"PH-LHA-MM Foxb1 Glut",46.6005423456003,12590.461540301,0.225610948177609,0.0469920300428248,0.974904403028417
"PH-LHA-PVH-SO-PVa Nxph4 Glut",52.9960373032243,11992.8022825969,0.594458724249417,0.00895634079395748,0.974904403028417
"Pitx2 Glut",17.3223570944149,12706.1365977577,0.434549774687622,0.0198184812958479,0.974904403028417
"PO-CEA-BST Meis2 Gaba",-43.9420353197975,14097.726134775,0.61812849403965,0.00785699867777447,0.974904403028417
"PO-COAa-PAA-MEA Barhl2 Glut",-17.9962100780392,13729.5867298289,0.618185494729813,0.00785445911916403,0.974904403028417
"PO-MEA Slc17a7 Glut",-28.6178136484303,14380.9759905453,0.185040909288055,0.0861040786178297,0.974904403028417
"PO-MEA-BST Mixed Gaba",80.3517583080558,11637.3541103861,0.268350204109292,0.0381407032760873,0.974904403028417
"PV-PT Ntrk1-Sp9 Glut",-13.5461933807257,13569.8028490392,0.764924993145373,0.00283410983419438,0.974904403028417
"PVH-SO-PVa Agtr1a Glut",-29.5583798409026,13831.3965047521,0.375542128581794,0.0291906753553329,0.974904403028417
"PVH-SO-PVa Avp Glut",65.2333698960572,12223.0034012418,0.119224745592466,0.0741519730618022,0.974904403028417
"PVN Mixed Glut",9.41595248739542,12379.8291558574,0.673576472968219,0.00905543498421707,0.974904403028417
"RE-Xi Nox4 Glut",-61.1778352747637,14927.5725722044,0.300589714834631,0.033440555103485,0.974904403028417
"SCH Six6 Cdc14a Gaba",-39.886674779004,13320.9654196337,0.616661363319528,0.0101736703276631,0.974904403028417
"SCsg Gabrr2 Gaba",10.7308637105549,13581.3747118698,0.567939637782152,0.0174678161308209,0.974904403028417
"SI-MA-LPO-LHA Skor1 Glut",-54.26043288323,14450.2081518896,0.361342107443272,0.026100614853583,0.974904403028417
"SI-MPO-LPO-ADP Lhx8 Gaba",14.3556619386023,13044.9767575779,0.711497342911855,0.00433242768826097,0.974904403028417
"SNc-VTA-RAmb Foxa1 Dopa",9.56174897716823,13593.1967429513,0.39732962623324,0.0806631424291217,0.974904403028417
"STR D1 Gaba",-86.4518390769128,14720.831441087,0.307490344941492,0.0325151340434997,0.974904403028417
"STR D1-D2 Gaba",52.4242707286928,11842.4928432489,0.502243041802609,0.0141881760078141,0.974904403028417
"STR-PAL Chst9 Gaba",-38.3384678194372,13843.1766073051,0.639510578018463,0.00693940361131883,0.974904403028417
"TH Prkcd Grin2c Glut_1",-13.9404486821946,13857.5318307192,0.487832030043343,0.0156541954574579,0.974904403028417
"TH Prkcd Grin2c Glut_4",23.7319565818859,12261.111625364,0.615757623169952,0.0079630792446772,0.974904403028417
"TH Prkcd Grin2c Glut_6",-25.6084359277517,14223.219710249,0.70001125497113,0.00470131215037105,0.974904403028417
"TH Prkcd Grin2c Glut_7",-28.2516916545986,14573.7968998315,0.618638428597116,0.00783429755080629,0.974904403028417
"TH Prkcd Grin2c Glut_8",27.1435507220369,11863.0675185668,0.345321895293817,0.0278717751428995,0.974904403028417
"TRS-BAC Sln Glut",13.3471986946022,13090.5880288659,0.602409489617988,0.00981796738302998,0.974904403028417
"TU-ARH Otp Six6 Gaba",19.6016031250393,12979.4218339225,0.662823089770523,0.00601633509838817,0.974904403028417
"VMH Nr5a1 Glut_1",-12.3394489796213,13409.0248396838,0.674823877054635,0.00637885336008987,0.974904403028417
"VMH Nr5a1 Glut_2",-115.312869768277,15323.7715526553,0.077869087457649,0.0939561607126192,0.974904403028417
"ZI Mixed Gaba",-38.6366476078708,14038.1926963266,0.603764190327614,0.00851336110782931,0.974904403028417
"ZI Pax6 Gaba",38.3454918094398,12721.4994740366,0.667031301009075,0.00585800041078511,0.974904403028417
"ZI-PVH-SBPV Pax6-Prox1 Gaba",-78.444947829173,14066.9455356064,0.305117059358091,0.0328304506741127,0.974904403028417
"AD Serpinb7 Glut",-2.10112766727015,13213.0177491518,0.905228764979825,0.000515236233340689,0.976340025390352
"LHA Pmch Glut",-0.465565174380067,13398.6158232446,0.976340025390352,2.88344262671433e-05,0.976340025390352
"Lhx6 Gaba",5.40304784676537,13108.8539402773,0.829196241577638,0.00147619745601831,0.976340025390352
"Mixed Meis2 Gaba",5.68719576012023,13008.517722631,0.926687723407397,0.000268704223926465,0.976340025390352
"NDB-SI-MA-STRv Lhx8 Gaba",11.9159315147395,12906.4504212694,0.837323275692546,0.00133721031099557,0.976340025390352
"PO-MEA Glut",5.24218764025358,13096.3963236154,0.893719536918621,0.000566394430816545,0.976340025390352
"PVpo-VMPO-MPN Hmx2 Gaba",10.6668062096923,13082.9384951693,0.793043220544888,0.00218251558756299,0.976340025390352
"RT-ZI Gnb3 Gaba_1",2.37927359786074,13196.9397419384,0.958983077660319,8.39547642736365e-05,0.976340025390352
"RT-ZI Gnb3 Gaba_2",-14.745004954285,13494.3399130796,0.854464814920604,0.00106737690390897,0.976340025390352
"STN-PSTN Pitx2 Glut",-1.27752041756415,13319.0497520092,0.964326880321001,7.84243483165188e-05,0.976340025390352
"TH Prkcd Grin2c Glut_2",-4.09825713754849,13364.0497001161,0.92890001605693,0.000260973175619116,0.976340025390352
"TH Prkcd Grin2c Glut_3",-5.05206046252244,13420.3150244206,0.921489132567846,0.000308284976689534,0.976340025390352
"TH Prkcd Grin2c Glut_5",-1.74453955599717,13202.0019561218,0.940015128023875,0.00019864054169828,0.976340025390352
"TH Sema5b-Ntrk Glut",-3.0794578682944,13335.2829186578,0.966335302130782,5.6539193876633e-05,0.976340025390352
