"Cluster","Slope_Activated_Percentage","Slope_Sex","Intercept","p_value_activated_percentage","p_value_sex","r_squared","adjusted_p_values_activated","adjusted_p_values_sex"
"Lhx6 Gaba",0.0873653014394324,-23.6780661812647,54.990860306726,0.629452204884854,0.000535181448899801,0.322607581068637,0.988719668448883,0.00117411719636392
"Lhx6-Lhx8 Gaba",0.277047111436624,-25.3631046260131,54.2324559292372,0.615460981607379,0.000545048024891431,0.323013725567048,0.988719668448883,0.00117411719636392
"Mixed",-0.118189881252737,-23.7039792329917,59.4858451493383,0.874421838890586,0.00100205322629551,0.318262570097189,0.988719668448883,0.0013606144962287
"Mixed Meis2 Gaba",0.12473884810087,-24.3769662710959,52.6115425600052,0.783360632627542,0.000430609408947901,0.319323345779915,0.988719668448883,0.00117411719636392
"NDB-SI-MA-STRv Lhx8 Gaba",0.412639056185296,-22.804346602984,45.4923028398667,0.322725723612232,0.000804099378058663,0.337957656092417,0.988719668448883,0.0012299799144605
"PH-LHA-PVH-SO-PVa Nxph4 Glut",-0.454080022702734,-24.4434035502624,67.7323009249702,0.51471272149458,0.000346528900074096,0.326590204141522,0.988719668448883,0.00117411719636392
"Pitx2 Glut",0.0123479207411044,-24.5194207877503,57.1617672374169,0.938890517552356,0.000640248720468391,0.316642886494182,0.988719668448883,0.00120716867173542
"PO-CEA-BST Meis2 Gaba",-0.161629633382297,-24.1986279634718,60.3771814321535,0.794595471511462,0.000406841099105104,0.319159727996522,0.988719668448883,0.00117411719636392
"PO-COAa-PAA-MEA Barhl2 Glut",0.0644328155259096,-24.14887247956,55.3134995871201,0.803952003973226,0.000408518597633389,0.319030686073721,0.988719668448883,0.00117411719636392
"PO-MEA Glut",-0.0561957106539974,-23.8221658964596,58.3191471149631,0.846931919956508,0.000596090268923219,0.318520172601855,0.988719668448883,0.00117411719636392
"PO-MEA-BST Mixed Gaba",-0.266600574386595,-24.0752304526323,62.4200786186082,0.616571725720124,0.000403953385001723,0.322980746396986,0.988719668448883,0.00117411719636392
"PV-PT Ntrk1-Sp9 Glut",-0.291311936543683,-23.9962265160327,64.5313874767335,0.377384717017681,0.000383155859555321,0.333899131878367,0.988719668448883,0.00117411719636392
"PVH-SO-PVa Avp Glut",-0.018037256473606,-24.0460321556954,57.3866847253015,0.954087175792744,0.000442883737857481,0.317808055199785,0.988719668448883,0.00117411719636392
"PVN Mixed Glut",-0.112781631596629,-21.523984357885,59.6174108902698,0.486455687859429,0.0191594355961151,0.257187801614392,0.988719668448883,0.0204157920286473
"PVpo-VMPO-MPN Hmx2 Gaba",0.16278484530468,-24.4967293777979,55.2208192317467,0.586897384214483,0.000360358752769603,0.323906983382748,0.988719668448883,0.00117411719636392
"RE-Xi Nox4 Glut",0.379020327955996,-24.424848374547,46.8231650963016,0.380350291828729,0.000321352206900153,0.333701674576069,0.988719668448883,0.00117411719636392
"RT-ZI Gnb3 Gaba_1",0.267581570363155,-22.9310116005107,53.4306989630956,0.422052470759016,0.000839758548962937,0.331134987862427,0.988719668448883,0.00124055240187707
"SCsg Gabrr2 Gaba",0.0876995870917436,-18.9227468468019,54.8681029580213,0.60929795036045,0.0329237578148107,0.207958153676273,0.988719668448883,0.0339689564755983
"SI-MA-LPO-LHA Skor1 Glut",0.480023363907552,-25.0193754656466,46.8649959979536,0.27054784767023,0.000245355342745717,0.342748718126424,0.988719668448883,0.00117411719636392
"SNc-VTA-RAmb Foxa1 Dopa",-0.0150678245649465,-18.5436152905405,59.0476847644373,0.913272692456714,0.164018324961072,0.216468325960628,0.988719668448883,0.164018324961072
"STN-PSTN Pitx2 Glut",0.0865905046610034,-22.611940555125,57.7633482596403,0.704646387303167,0.00406694397866745,0.334844578970847,0.988719668448883,0.00463774313356814
"STR D1-D2 Gaba",0.298951699958485,-24.8876169370725,49.7704726439113,0.604398190403601,0.000394183480192059,0.323349262600381,0.988719668448883,0.00117411719636392
"STR-PAL Chst9 Gaba",0.440979297854396,-25.6778928255058,51.0488915698569,0.465602811954699,0.00036539425628727,0.328822236310953,0.988719668448883,0.00117411719636392
"TH Prkcd Grin2c Glut_1",-0.0343347864287982,-24.0125424732277,58.4234394459327,0.818269505938036,0.000810067153982904,0.30480614010656,0.988719668448883,0.0012299799144605
"TH Prkcd Grin2c Glut_2",0.228988288182246,-24.2307314368046,49.1863027569159,0.493158125251575,0.000539269555405552,0.325273947109367,0.988719668448883,0.00117411719636392
"TH Prkcd Grin2c Glut_3",0.251921186480525,-23.1581838687293,46.7300162057482,0.509795404839144,0.000774499804438993,0.326797601742751,0.988719668448883,0.0012299799144605
"TH Prkcd Grin2c Glut_4",0.159156960959505,-23.7244418620877,50.5519765881291,0.635137645272439,0.000515182520390819,0.322448210676113,0.988719668448883,0.00117411719636392
"TH Prkcd Grin2c Glut_5",-0.0557387754117008,-22.9587876016361,59.504818313259,0.75066135170436,0.00220346122884046,0.290930227917096,0.988719668448883,0.00270235811084208
"TH Prkcd Grin2c Glut_7",-0.0210562188318936,-24.0015305071536,58.0798805921031,0.958297524804302,0.000572685536942211,0.317795868974148,0.988719668448883,0.00117411719636392
"TH Sema5b-Ntrk Glut",0.054483529383763,-24.0057633984626,55.1004706394345,0.919142819842549,0.000464355406504858,0.317954748201418,0.988719668448883,0.00117411719636392
"TH-PVT-RE Ntrk1-Nox4 Glut",-0.0623478131933954,-23.3828785779771,59.1384553760124,0.728907723779261,0.000948910806602891,0.320255089583358,0.988719668448883,0.00134085222672148
"TRS-BAC Sln Glut",0.0243853880248022,-25.2029593734191,58.3693749568605,0.897980103019346,0.0010815264295093,0.324422576122096,0.988719668448883,0.00140598435836209
"VMH Nr5a1 Glut_1",-0.103261416235166,-22.7069743527358,60.3069702066578,0.634010683549312,0.00226797683713333,0.281723153629301,0.988719668448883,0.0027299721187716
"VMH Nr5a1 Glut_2",0.0682706200008046,-23.8526307851531,55.7690584467391,0.891880627921652,0.000668585725884235,0.318126174248208,0.988719668448883,0.00120716867173542
"ZI Mixed Gaba",-0.501305798370063,-23.5719237727984,67.4171237144153,0.356957064409008,0.000481059074620499,0.335319052399314,0.988719668448883,0.00117411719636392
"ZI-PVH-SBPV Pax6-Prox1 Gaba",-0.281245889223994,-23.8564369406652,60.0621096837956,0.616711701380646,0.000459292832060853,0.322976599469868,0.988719668448883,0.00117411719636392
"STR D1 Gaba",0.0163413355162065,-24.0649164410553,56.8381954499348,0.978935213460939,0.000432564408266047,0.317753112293233,0.994231076171266,0.00117411719636392
"Trh Glut",-0.000495765966283084,-24.0750436927872,57.1368208830817,0.999260894764959,0.000421789735998032,0.317738496865581,0.999260894764959,0.00117411719636392
